ID,OwnerOrTenant,HouseholdCharacteristics,DwellingCharacteristics,Accuracy,Periods,TotalHousingCosts_1,NetRentOrMortgage_2,AdditionalHousingCosts_3,HousingCostRatio_4,NonSkewedRent_5,SkewedTowardsCheapRent_6,SkewedTowardsExpensiveRent_7
289,T001096,A025396,2060120,MW00000,2015JJ00,981.0,767.0,214.0,30.0,,,
290,T001096,A025396,2060120,MW00000,2018JJ00,1030.0,816.0,214.0,27.8,,,
291,T001096,A025396,2060120,MW00000,2021JJ00,1057.0,850.0,208.0,26.7,,,
292,T001096,A025396,2060120,MOG0095,2012JJ00,970.0,742.0,226.0,30.8,,,
293,T001096,A025396,2060120,MOG0095,2015JJ00,967.0,754.0,211.0,29.2,,,
294,T001096,A025396,2060120,MOG0095,2018JJ00,1014.0,801.0,211.0,27.2,,,
295,T001096,A025396,2060120,MOG0095,2021JJ00,1038.0,831.0,204.0,25.8,,,
296,T001096,A025396,2060120,MBG0095,2012JJ00,1007.0,777.0,232.0,32.3,,,
297,T001096,A025396,2060120,MBG0095,2015JJ00,995.0,781.0,216.0,30.8,,,
298,T001096,A025396,2060120,MBG0095,2018JJ00,1046.0,831.0,217.0,28.4,,,
299,T001096,A025396,2060120,MBG0095,2021JJ00,1077.0,868.0,211.0,27.6,,,
300,T001096,A025396,2060130,MW00000,2012JJ00,1400.0,1127.0,273.0,31.5,,,
301,T001096,A025396,2060130,MW00000,2015JJ00,1435.0,1184.0,252.0,29.6,,,
302,T001096,A025396,2060130,MW00000,2018JJ00,1480.0,1230.0,249.0,29.5,,,
303,T001096,A025396,2060130,MW00000,2021JJ00,1469.0,1233.0,236.0,26.9,,,
304,T001096,A025396,2060130,MOG0095,2012JJ00,1368.0,1096.0,270.0,30.6,,,
305,T001096,A025396,2060130,MOG0095,2015JJ00,1377.0,1126.0,248.0,28.7,,,
306,T001096,A025396,2060130,MOG0095,2018JJ00,1446.0,1198.0,245.0,28.5,,,
307,T001096,A025396,2060130,MOG0095,2021JJ00,1436.0,1201.0,232.0,26.1,,,
308,T001096,A025396,2060130,MBG0095,2012JJ00,1432.0,1158.0,276.0,32.4,,,
309,T001096,A025396,2060130,MBG0095,2015JJ00,1494.0,1241.0,255.0,30.6,,,
310,T001096,A025396,2060130,MBG0095,2018JJ00,1513.0,1262.0,253.0,30.5,,,
311,T001096,A025396,2060130,MBG0095,2021JJ00,1502.0,1265.0,240.0,27.7,,,
312,T001096,A025396,ZW25799,MW00000,2012JJ00,1012.0,783.0,229.0,32.9,,,
313,T001096,A025396,ZW25799,MW00000,2015JJ00,1040.0,822.0,218.0,31.4,,,
314,T001096,A025396,ZW25799,MW00000,2018JJ00,1076.0,858.0,218.0,31.6,,,
315,T001096,A025396,ZW25799,MW00000,2021JJ00,1139.0,919.0,220.0,28.8,,,
316,T001096,A025396,ZW25799,MOG0095,2012JJ00,977.0,750.0,225.0,31.9,,,
317,T001096,A025396,ZW25799,MOG0095,2015JJ00,976.0,760.0,213.0,30.3,,,
318,T001096,A025396,ZW25799,MOG0095,2018JJ00,1038.0,822.0,214.0,30.5,,,
319,T001096,A025396,ZW25799,MOG0095,2021JJ00,1099.0,882.0,215.0,27.7,,,
320,T001096,A025396,ZW25799,MBG0095,2012JJ00,1047.0,816.0,233.0,33.9,,,
321,T001096,A025396,ZW25799,MBG0095,2015JJ00,1104.0,885.0,222.0,32.6,,,
322,T001096,A025396,ZW25799,MBG0095,2018JJ00,1114.0,894.0,223.0,32.8,,,
323,T001096,A025396,ZW25799,MBG0095,2021JJ00,1178.0,956.0,225.0,29.9,,,
324,T001096,A025396,ZW10412,MW00000,2012JJ00,822.0,601.0,220.0,32.3,,,
325,T001096,A025396,ZW10412,MW00000,2015JJ00,808.0,603.0,206.0,32.6,,,
326,T001096,A025396,ZW10412,MW00000,2018JJ00,828.0,623.0,205.0,30.2,,,
327,T001096,A025396,ZW10412,MW00000,2021JJ00,874.0,672.0,201.0,28.3,,,
328,T001096,A025396,ZW10412,MOG0095,2012JJ00,800.0,581.0,217.0,31.5,,,
329,T001096,A025396,ZW10412,MOG0095,2015JJ00,787.0,583.0,202.0,31.8,,,
330,T001096,A025396,ZW10412,MOG0095,2018JJ00,805.0,601.0,201.0,29.5,,,
331,T001096,A025396,ZW10412,MOG0095,2021JJ00,846.0,647.0,197.0,27.4,,,
332,T001096,A025396,ZW10412,MBG0095,2012JJ00,844.0,622.0,223.0,33.0,,,
333,T001096,A025396,ZW10412,MBG0095,2015JJ00,829.0,622.0,209.0,33.4,,,
334,T001096,A025396,ZW10412,MBG0095,2018JJ00,851.0,645.0,208.0,31.0,,,
335,T001096,A025396,ZW10412,MBG0095,2021JJ00,901.0,698.0,205.0,29.2,,,
336,T001096,A025396,ZW10413,MW00000,2012JJ00,881.0,661.0,220.0,31.7,,,
337,T001096,A025396,ZW10413,MW00000,2015JJ00,854.0,647.0,207.0,31.4,,,
338,T001096,A025396,ZW10413,MW00000,2018JJ00,925.0,715.0,211.0,29.5,,,
339,T001096,A025396,ZW10413,MW00000,2021JJ00,919.0,717.0,202.0,27.4,,,
340,T001096,A025396,ZW10413,MOG0095,2012JJ00,858.0,641.0,216.0,30.9,,,
341,T001096,A025396,ZW10413,MOG0095,2015JJ00,832.0,627.0,204.0,30.6,,,
342,T001096,A025396,ZW10413,MOG0095,2018JJ00,896.0,687.0,207.0,28.8,,,
343,T001096,A025396,ZW10413,MOG0095,2021JJ00,891.0,691.0,198.0,26.6,,,
344,T001096,A025396,ZW10413,MBG0095,2012JJ00,904.0,682.0,224.0,32.5,,,
345,T001096,A025396,ZW10413,MBG0095,2015JJ00,876.0,667.0,211.0,32.2,,,
346,T001096,A025396,ZW10413,MBG0095,2018JJ00,954.0,742.0,214.0,30.2,,,
347,T001096,A025396,ZW10413,MBG0095,2021JJ00,947.0,743.0,206.0,28.2,,,
348,T001096,A025396,ZW10414,MW00000,2012JJ00,986.0,761.0,225.0,30.8,,,
349,T001096,A025396,ZW10414,MW00000,2015JJ00,969.0,763.0,206.0,30.1,,,
350,T001096,A025396,ZW10414,MW00000,2018JJ00,1029.0,822.0,207.0,28.8,,,
351,T001096,A025396,ZW10414,MW00000,2021JJ00,1049.0,849.0,200.0,26.7,,,
352,T001096,A025396,ZW10414,MOG0095,2012JJ00,959.0,735.0,221.0,29.9,,,
353,T001096,A025396,ZW10414,MOG0095,2015JJ00,943.0,738.0,203.0,29.1,,,
354,T001096,A025396,ZW10414,MOG0095,2018JJ00,998.0,793.0,204.0,27.9,,,
355,T001096,A025396,ZW10414,MOG0095,2021JJ00,1013.0,816.0,195.0,25.4,,,
356,T001096,A025396,ZW10414,MBG0095,2012JJ00,1013.0,787.0,228.0,31.7,,,
357,T001096,A025396,ZW10414,MBG0095,2015JJ00,994.0,787.0,209.0,31.1,,,
358,T001096,A025396,ZW10414,MBG0095,2018JJ00,1060.0,850.0,211.0,29.7,,,
359,T001096,A025396,ZW10414,MBG0095,2021JJ00,1085.0,883.0,205.0,27.9,,,
360,T001096,A025396,ZW10415,MW00000,2012JJ00,1167.0,938.0,228.0,32.7,,,
361,T001096,A025396,ZW10415,MW00000,2015JJ00,1156.0,944.0,212.0,30.4,,,
362,T001096,A025396,ZW10415,MW00000,2018JJ00,1183.0,973.0,210.0,29.1,,,
363,T001096,A025396,ZW10415,MW00000,2021JJ00,1189.0,999.0,191.0,27.2,,,
364,T001096,A025396,ZW10415,MOG0095,2012JJ00,1129.0,903.0,224.0,31.5,,,
365,T001096,A025396,ZW10415,MOG0095,2015JJ00,1118.0,907.0,208.0,29.4,,,
366,T001096,A025396,ZW10415,MOG0095,2018JJ00,1150.0,942.0,206.0,28.2,,,
367,T001096,A025396,ZW10415,MOG0095,2021JJ00,1157.0,967.0,187.0,26.2,,,
368,T001096,A025396,ZW10415,MBG0095,2012JJ00,1204.0,974.0,233.0,33.8,,,
369,T001096,A025396,ZW10415,MBG0095,2015JJ00,1194.0,981.0,215.0,31.5,,,
370,T001096,A025396,ZW10415,MBG0095,2018JJ00,1215.0,1004.0,214.0,30.0,,,
371,T001096,A025396,ZW10415,MBG0095,2021JJ00,1222.0,1030.0,194.0,28.2,,,
372,T001096,A025396,ZW10270,MW00000,2012JJ00,1035.0,796.0,239.0,31.7,,,
373,T001096,A025396,ZW10270,MW00000,2015JJ00,1034.0,810.0,224.0,30.7,,,
374,T001096,A025396,ZW10270,MW00000,2018JJ00,1086.0,862.0,224.0,29.1,,,
375,T001096,A025396,ZW10270,MW00000,2021JJ00,1105.0,887.0,217.0,26.5,,,
376,T001096,A025396,ZW10270,MOG0095,2012JJ00,1020.0,782.0,238.0,31.2,,,
377,T001096,A025396,ZW10270,MOG0095,2015JJ00,1013.0,790.0,222.0,30.2,,,
378,T001096,A025396,ZW10270,MOG0095,2018JJ00,1069.0,846.0,222.0,28.7,,,
379,T001096,A025396,ZW10270,MOG0095,2021JJ00,1087.0,871.0,215.0,26.1,,,
380,T001096,A025396,ZW10270,MBG0095,2012JJ00,1050.0,810.0,241.0,32.1,,,
381,T001096,A025396,ZW10270,MBG0095,2015JJ00,1054.0,830.0,225.0,31.1,,,
382,T001096,A025396,ZW10270,MBG0095,2018JJ00,1102.0,878.0,226.0,29.5,,,
383,T001096,A025396,ZW10270,MBG0095,2021JJ00,1122.0,904.0,219.0,27.0,,,
384,T001096,A025396,ZW10280,MW00000,2012JJ00,681.0,510.0,171.0,33.4,,,
385,T001096,A025396,ZW10280,MW00000,2015JJ00,712.0,544.0,167.0,33.2,,,
386,T001096,A025396,ZW10280,MW00000,2018JJ00,733.0,563.0,170.0,32.3,,,
387,T001096,A025396,ZW10280,MW00000,2021JJ00,797.0,642.0,154.0,31.4,,,
388,T001096,A025396,ZW10280,MOG0095,2012JJ00,660.0,490.0,168.0,32.4,,,
389,T001096,A025396,ZW10280,MOG0095,2015JJ00,694.0,528.0,165.0,32.3,,,
390,T001096,A025396,ZW10280,MOG0095,2018JJ00,712.0,543.0,167.0,31.4,,,
391,T001096,A025396,ZW10280,MOG0095,2021JJ00,768.0,615.0,151.0,30.3,,,
392,T001096,A025396,ZW10280,MBG0095,2012JJ00,702.0,530.0,174.0,34.3,,,
393,T001096,A025396,ZW10280,MBG0095,2015JJ00,729.0,561.0,170.0,34.1,,,
394,T001096,A025396,ZW10280,MBG0095,2018JJ00,755.0,584.0,173.0,33.2,,,
395,T001096,A025396,ZW10280,MBG0095,2021JJ00,825.0,670.0,158.0,32.5,,,
396,T001096,A025396,T001100,MW00000,2012JJ00,955.0,731.0,224.0,32.1,,,
397,T001096,A025396,T001100,MW00000,2015JJ00,952.0,743.0,209.0,31.3,,,
398,T001096,A025396,T001100,MW00000,2018JJ00,996.0,786.0,210.0,29.9,,,
399,T001096,A025396,T001100,MW00000,2021JJ00,1031.0,829.0,202.0,27.7,,,
400,T001096,A025396,T001100,MOG0095,2012JJ00,942.0,719.0,222.0,31.7,,,
401,T001096,A025396,T001100,MOG0095,2015JJ00,936.0,727.0,208.0,30.9,,,
402,T001096,A025396,T001100,MOG0095,2018JJ00,982.0,773.0,208.0,29.5,,,
403,T001096,A025396,T001100,MOG0095,2021JJ00,1015.0,814.0,200.0,27.3,,,
404,T001096,A025396,T001100,MBG0095,2012JJ00,968.0,744.0,226.0,32.5,,,
405,T001096,A025396,T001100,MBG0095,2015JJ00,969.0,759.0,211.0,31.7,,,
406,T001096,A025396,T001100,MBG0095,2018JJ00,1010.0,800.0,212.0,30.3,,,
407,T001096,A025396,T001100,MBG0095,2021JJ00,1046.0,843.0,204.0,28.2,,,
408,T001096,A025396,ZW10290,MW00000,2012JJ00,1054.0,811.0,243.0,31.5,,,
409,T001096,A025396,ZW10290,MW00000,2015JJ00,1048.0,822.0,226.0,30.4,,,
410,T001096,A025396,ZW10290,MW00000,2018JJ00,1108.0,881.0,227.0,29.0,,,
411,T001096,A025396,ZW10290,MW00000,2021JJ00,1125.0,904.0,221.0,26.3,,,
412,T001096,A025396,ZW10290,MOG0095,2012JJ00,1039.0,796.0,241.0,31.1,,,
413,T001096,A025396,ZW10290,MOG0095,2015JJ00,1026.0,801.0,224.0,30.0,,,
414,T001096,A025396,ZW10290,MOG0095,2018JJ00,1091.0,864.0,225.0,28.5,,,
415,T001096,A025396,ZW10290,MOG0095,2021JJ00,1108.0,887.0,219.0,25.9,,,
416,T001096,A025396,ZW10290,MBG0095,2012JJ00,1069.0,825.0,245.0,32.0,,,
417,T001096,A025396,ZW10290,MBG0095,2015JJ00,1070.0,843.0,228.0,30.9,,,
418,T001096,A025396,ZW10290,MBG0095,2018JJ00,1125.0,897.0,229.0,29.4,,,
419,T001096,A025396,ZW10290,MBG0095,2021JJ00,1142.0,920.0,223.0,26.8,,,
420,T001096,A025396,ZW10320,MW00000,2012JJ00,1356.0,1058.0,299.0,33.1,,,
421,T001096,A025396,ZW10320,MW00000,2015JJ00,1415.0,1139.0,276.0,32.2,,,
422,T001096,A025396,ZW10320,MW00000,2018JJ00,1491.0,1214.0,277.0,30.9,,,
423,T001096,A025396,ZW10320,MW00000,2021JJ00,1440.0,1162.0,278.0,27.5,,,
424,T001096,A025396,ZW10320,MOG0095,2012JJ00,1310.0,1013.0,294.0,31.8,,,
425,T001096,A025396,ZW10320,MOG0095,2015JJ00,1347.0,1072.0,271.0,30.5,,,
426,T001096,A025396,ZW10320,MOG0095,2018JJ00,1434.0,1159.0,271.0,29.6,,,
427,T001096,A025396,ZW10320,MOG0095,2021JJ00,1388.0,1111.0,272.0,26.2,,,
428,T001096,A025396,ZW10320,MBG0095,2012JJ00,1403.0,1103.0,303.0,34.3,,,
429,T001096,A025396,ZW10320,MBG0095,2015JJ00,1483.0,1206.0,282.0,33.9,,,
430,T001096,A025396,ZW10320,MBG0095,2018JJ00,1548.0,1270.0,283.0,32.3,,,
431,T001096,A025396,ZW10320,MBG0095,2021JJ00,1493.0,1213.0,284.0,28.8,,,
432,T001096,A025396,ZW10300,MW00000,2012JJ00,1147.0,893.0,254.0,30.7,,,
433,T001096,A025396,ZW10300,MW00000,2015JJ00,1200.0,963.0,237.0,29.1,,,
434,T001096,A025396,ZW10300,MW00000,2018JJ00,1190.0,954.0,236.0,27.5,,,
435,T001096,A025396,ZW10300,MW00000,2021JJ00,1222.0,990.0,233.0,25.7,,,
436,T001096,A025396,ZW10300,MOG0095,2012JJ00,1114.0,861.0,250.0,29.8,,,
437,T001096,A025396,ZW10300,MOG0095,2015JJ00,1111.0,875.0,233.0,28.1,,,
438,T001096,A025396,ZW10300,MOG0095,2018JJ00,1159.0,924.0,232.0,26.7,,,
439,T001096,A025396,ZW10300,MOG0095,2021JJ00,1186.0,955.0,229.0,24.8,,,
440,T001096,A025396,ZW10300,MBG0095,2012JJ00,1180.0,925.0,257.0,31.7,,,
441,T001096,A025396,ZW10300,MBG0095,2015JJ00,1288.0,1050.0,241.0,30.2,,,
442,T001096,A025396,ZW10300,MBG0095,2018JJ00,1220.0,983.0,240.0,28.3,,,
443,T001096,A025396,ZW10300,MBG0095,2021JJ00,1259.0,1025.0,237.0,26.7,,,
444,T001096,A025396,ZW25806,MW00000,2012JJ00,971.0,734.0,238.0,31.7,,,
445,T001096,A025396,ZW25806,MW00000,2015JJ00,959.0,736.0,223.0,30.9,,,
446,T001096,A025396,ZW25806,MW00000,2018JJ00,999.0,779.0,221.0,28.4,,,
447,T001096,A025396,ZW25806,MW00000,2021JJ00,1047.0,831.0,216.0,26.8,,,
448,T001096,A025396,ZW25806,MOG0095,2012JJ00,945.0,709.0,234.0,30.6,,,
449,T001096,A025396,ZW25806,MOG0095,2015JJ00,934.0,713.0,219.0,29.9,,,
450,T001096,A025396,ZW25806,MOG0095,2018JJ00,972.0,753.0,217.0,27.6,,,
451,T001096,A025396,ZW25806,MOG0095,2021JJ00,1014.0,799.0,212.0,25.6,,,
452,T001096,A025396,ZW25806,MBG0095,2012JJ00,998.0,759.0,241.0,32.8,,,
453,T001096,A025396,ZW25806,MBG0095,2015JJ00,984.0,760.0,226.0,32.0,,,
454,T001096,A025396,ZW25806,MBG0095,2018JJ00,1026.0,804.0,224.0,29.3,,,
455,T001096,A025396,ZW25806,MBG0095,2021JJ00,1081.0,863.0,220.0,28.0,,,
456,T001096,A025396,ZW25805,MW00000,2012JJ00,945.0,723.0,222.0,31.3,,,
457,T001096,A025396,ZW25805,MW00000,2015JJ00,920.0,711.0,209.0,30.2,,,
458,T001096,A025396,ZW25805,MW00000,2018JJ00,990.0,780.0,210.0,29.1,,,
459,T001096,A025396,ZW25805,MW00000,2021JJ00,1011.0,812.0,199.0,26.0,,,
460,T001096,A025396,ZW25805,MOG0095,2012JJ00,925.0,703.0,220.0,30.7,,,
461,T001096,A025396,ZW25805,MOG0095,2015JJ00,903.0,695.0,207.0,29.6,,,
462,T001096,A025396,ZW25805,MOG0095,2018JJ00,966.0,757.0,208.0,28.5,,,
463,T001096,A025396,ZW25805,MOG0095,2021JJ00,988.0,790.0,197.0,25.3,,,
464,T001096,A025396,ZW25805,MBG0095,2012JJ00,966.0,743.0,225.0,31.9,,,
465,T001096,A025396,ZW25805,MBG0095,2015JJ00,936.0,727.0,211.0,30.9,,,
466,T001096,A025396,ZW25805,MBG0095,2018JJ00,1013.0,803.0,212.0,29.8,,,
467,T001096,A025396,ZW25805,MBG0095,2021JJ00,1035.0,835.0,202.0,26.7,,,
468,T001096,A025396,ZW10340,MW00000,2012JJ00,678.0,508.0,170.0,33.5,,,
469,T001096,A025396,ZW10340,MW00000,2015JJ00,711.0,544.0,167.0,33.5,,,
470,T001096,A025396,ZW10340,MW00000,2018JJ00,727.0,558.0,169.0,32.2,,,
471,T001096,A025396,ZW10340,MW00000,2021JJ00,794.0,640.0,155.0,31.1,,,
472,T001096,A025396,ZW10340,MOG0095,2012JJ00,658.0,490.0,167.0,32.6,,,
473,T001096,A025396,ZW10340,MOG0095,2015JJ00,695.0,528.0,165.0,32.7,,,
474,T001096,A025396,ZW10340,MOG0095,2018JJ00,708.0,540.0,166.0,31.4,,,
475,T001096,A025396,ZW10340,MOG0095,2021JJ00,767.0,614.0,152.0,30.2,,,
476,T001096,A025396,ZW10340,MBG0095,2012JJ00,698.0,527.0,172.0,34.4,,,
477,T001096,A025396,ZW10340,MBG0095,2015JJ00,727.0,559.0,170.0,34.3,,,
478,T001096,A025396,ZW10340,MBG0095,2018JJ00,746.0,576.0,171.0,33.0,,,
479,T001096,A025396,ZW10340,MBG0095,2021JJ00,821.0,666.0,157.0,32.1,,,
480,T001096,A025396,ZW25790,MW00000,2012JJ00,642.0,460.0,182.0,32.8,,,
481,T001096,A025396,ZW25790,MW00000,2015JJ00,629.0,469.0,160.0,34.4,,,
482,T001096,A025396,ZW25790,MW00000,2018JJ00,645.0,483.0,161.0,33.2,,,
483,T001096,A025396,ZW25790,MW00000,2021JJ00,671.0,525.0,146.0,31.3,,,
484,T001096,A025396,ZW25790,MOG0095,2012JJ00,626.0,446.0,178.0,31.9,,,
485,T001096,A025396,ZW25790,MOG0095,2015JJ00,611.0,453.0,157.0,33.3,,,
486,T001096,A025396,ZW25790,MOG0095,2018JJ00,623.0,462.0,158.0,32.1,,,
487,T001096,A025396,ZW25790,MOG0095,2021JJ00,646.0,501.0,143.0,30.1,,,
488,T001096,A025396,ZW25790,MBG0095,2012JJ00,657.0,474.0,185.0,33.7,,,
489,T001096,A025396,ZW25790,MBG0095,2015JJ00,647.0,486.0,163.0,35.5,,,
490,T001096,A025396,ZW25790,MBG0095,2018JJ00,667.0,505.0,164.0,34.3,,,
491,T001096,A025396,ZW25790,MBG0095,2021JJ00,695.0,549.0,149.0,32.6,,,
492,T001096,A025396,ZW25791,MW00000,2012JJ00,780.0,581.0,199.0,32.5,,,
493,T001096,A025396,ZW25791,MW00000,2015JJ00,774.0,585.0,189.0,32.1,,,
494,T001096,A025396,ZW25791,MW00000,2018JJ00,802.0,611.0,191.0,30.3,,,
495,T001096,A025396,ZW25791,MW00000,2021JJ00,813.0,637.0,177.0,28.9,,,
496,T001096,A025396,ZW25791,MOG0095,2012JJ00,757.0,559.0,195.0,31.5,,,
497,T001096,A025396,ZW25791,MOG0095,2015JJ00,758.0,570.0,186.0,31.3,,,
498,T001096,A025396,ZW25791,MOG0095,2018JJ00,784.0,593.0,188.0,29.6,,,
499,T001096,A025396,ZW25791,MOG0095,2021JJ00,790.0,614.0,173.0,27.9,,,
500,T001096,A025396,ZW25791,MBG0095,2012JJ00,803.0,604.0,203.0,33.6,,,
501,T001096,A025396,ZW25791,MBG0095,2015JJ00,790.0,601.0,191.0,32.9,,,
502,T001096,A025396,ZW25791,MBG0095,2018JJ00,821.0,629.0,194.0,31.1,,,
503,T001096,A025396,ZW25791,MBG0095,2021JJ00,837.0,660.0,180.0,29.9,,,
504,T001096,A025396,ZW25792,MW00000,2012JJ00,1002.0,771.0,232.0,31.5,,,
505,T001096,A025396,ZW25792,MW00000,2015JJ00,985.0,765.0,220.0,29.9,,,
506,T001096,A025396,ZW25792,MW00000,2018JJ00,1049.0,829.0,220.0,28.7,,,
507,T001096,A025396,ZW25792,MW00000,2021JJ00,1073.0,862.0,211.0,25.8,,,
508,T001096,A025396,ZW25792,MOG0095,2012JJ00,983.0,752.0,229.0,30.8,,,
509,T001096,A025396,ZW25792,MOG0095,2015JJ00,971.0,752.0,218.0,29.3,,,
510,T001096,A025396,ZW25792,MOG0095,2018JJ00,1030.0,810.0,218.0,28.1,,,
511,T001096,A025396,ZW25792,MOG0095,2021JJ00,1053.0,843.0,209.0,25.2,,,
512,T001096,A025396,ZW25792,MBG0095,2012JJ00,1022.0,789.0,234.0,32.2,,,
513,T001096,A025396,ZW25792,MBG0095,2015JJ00,999.0,778.0,222.0,30.5,,,
514,T001096,A025396,ZW25792,MBG0095,2018JJ00,1068.0,848.0,222.0,29.2,,,
515,T001096,A025396,ZW25792,MBG0095,2021JJ00,1093.0,882.0,213.0,26.4,,,
516,T001096,A025396,ZW25793,MW00000,2012JJ00,1260.0,996.0,264.0,31.8,,,
517,T001096,A025396,ZW25793,MW00000,2015JJ00,1449.0,1187.0,262.0,30.7,,,
518,T001096,A025396,ZW25793,MW00000,2018JJ00,1509.0,1245.0,263.0,29.1,,,
519,T001096,A025396,ZW25793,MW00000,2021JJ00,1486.0,1226.0,259.0,27.2,,,
520,T001096,A025396,ZW25793,MOG0095,2012JJ00,1231.0,968.0,261.0,31.1,,,
521,T001096,A025396,ZW25793,MOG0095,2015JJ00,1370.0,1110.0,258.0,29.5,,,
522,T001096,A025396,ZW25793,MOG0095,2018JJ00,1468.0,1206.0,259.0,28.1,,,
523,T001096,A025396,ZW25793,MOG0095,2021JJ00,1448.0,1189.0,255.0,26.3,,,
524,T001096,A025396,ZW25793,MBG0095,2012JJ00,1289.0,1024.0,267.0,32.6,,,
525,T001096,A025396,ZW25793,MBG0095,2015JJ00,1527.0,1265.0,266.0,31.8,,,
526,T001096,A025396,ZW25793,MBG0095,2018JJ00,1550.0,1285.0,268.0,30.0,,,
527,T001096,A025396,ZW25793,MBG0095,2021JJ00,1524.0,1263.0,263.0,28.1,,,
528,T001096,A025397,2060100,MW00000,2012JJ00,609.0,423.0,187.0,33.7,,,
529,T001096,A025397,2060100,MW00000,2015JJ00,596.0,416.0,180.0,34.7,,,
530,T001096,A025397,2060100,MW00000,2018JJ00,605.0,423.0,181.0,33.7,,,
531,T001096,A025397,2060100,MW00000,2021JJ00,626.0,455.0,172.0,29.7,,,
532,T001096,A025397,2060100,MOG0095,2012JJ00,595.0,410.0,183.0,32.9,,,
533,T001096,A025397,2060100,MOG0095,2015JJ00,584.0,405.0,177.0,33.9,,,
534,T001096,A025397,2060100,MOG0095,2018JJ00,594.0,413.0,179.0,32.8,,,
535,T001096,A025397,2060100,MOG0095,2021JJ00,612.0,441.0,168.0,28.8,,,
536,T001096,A025397,2060100,MBG0095,2012JJ00,623.0,435.0,190.0,34.4,,,
537,T001096,A025397,2060100,MBG0095,2015JJ00,608.0,427.0,182.0,35.5,,,
538,T001096,A025397,2060100,MBG0095,2018JJ00,616.0,434.0,184.0,34.5,,,
539,T001096,A025397,2060100,MBG0095,2021JJ00,641.0,468.0,175.0,30.7,,,
540,T001096,A025397,2060110,MW00000,2012JJ00,740.0,525.0,215.0,30.4,,,
541,T001096,A025397,2060110,MW00000,2015JJ00,734.0,532.0,202.0,30.5,,,
542,T001096,A025397,2060110,MW00000,2018JJ00,775.0,570.0,204.0,30.1,,,
543,T001096,A025397,2060110,MW00000,2021JJ00,786.0,591.0,195.0,26.7,,,
544,T001096,A025397,2060110,MOG0095,2012JJ00,725.0,510.0,212.0,29.7,,,
545,T001096,A025397,2060110,MOG0095,2015JJ00,723.0,521.0,200.0,29.8,,,
546,T001096,A025397,2060110,MOG0095,2018JJ00,761.0,557.0,202.0,29.3,,,
547,T001096,A025397,2060110,MOG0095,2021JJ00,770.0,575.0,192.0,25.8,,,
548,T001096,A025397,2060110,MBG0095,2012JJ00,755.0,539.0,218.0,31.2,,,
549,T001096,A025397,2060110,MBG0095,2015JJ00,746.0,543.0,205.0,31.3,,,
550,T001096,A025397,2060110,MBG0095,2018JJ00,788.0,583.0,207.0,30.9,,,
551,T001096,A025397,2060110,MBG0095,2021JJ00,802.0,606.0,199.0,27.6,,,
552,T001096,A025397,2060120,MW00000,2012JJ00,896.0,657.0,239.0,28.4,,,
553,T001096,A025397,2060120,MW00000,2015JJ00,872.0,646.0,226.0,27.9,,,
554,T001096,A025397,2060120,MW00000,2018JJ00,927.0,703.0,224.0,27.1,,,
555,T001096,A025397,2060120,MW00000,2021JJ00,922.0,705.0,217.0,24.4,,,
556,T001096,A025397,2060120,MOG0095,2012JJ00,878.0,640.0,236.0,27.7,,,
557,T001096,A025397,2060120,MOG0095,2015JJ00,858.0,632.0,224.0,27.2,,,
558,T001096,A025397,2060120,MOG0095,2018JJ00,913.0,690.0,222.0,26.4,,,
559,T001096,A025397,2060120,MOG0095,2021JJ00,904.0,687.0,214.0,23.6,,,
560,T001096,A025397,2060120,MBG0095,2012JJ00,913.0,674.0,241.0,29.1,,,
561,T001096,A025397,2060120,MBG0095,2015JJ00,886.0,659.0,229.0,28.5,,,
562,T001096,A025397,2060120,MBG0095,2018JJ00,941.0,716.0,227.0,27.8,,,
563,T001096,A025397,2060120,MBG0095,2021JJ00,940.0,722.0,221.0,25.1,,,
564,T001096,A025397,2060130,MW00000,2012JJ00,1318.0,1025.0,293.0,29.7,,,
565,T001096,A025397,2060130,MW00000,2015JJ00,1323.0,1050.0,273.0,28.1,,,
566,T001096,A025397,2060130,MW00000,2018JJ00,1333.0,1066.0,267.0,27.7,,,
567,T001096,A025397,2060130,MW00000,2021JJ00,1397.0,1135.0,262.0,24.6,,,
568,T001096,A025397,2060130,MOG0095,2012JJ00,1290.0,997.0,290.0,29.0,,,
569,T001096,A025397,2060130,MOG0095,2015JJ00,1290.0,1018.0,270.0,27.4,,,
570,T001096,A025397,2060130,MOG0095,2018JJ00,1306.0,1040.0,264.0,26.9,,,
571,T001096,A025397,2060130,MOG0095,2021JJ00,1363.0,1102.0,259.0,23.8,,,
572,T001096,A025397,2060130,MBG0095,2012JJ00,1346.0,1052.0,296.0,30.5,,,
573,T001096,A025397,2060130,MBG0095,2015JJ00,1355.0,1081.0,276.0,28.8,,,
574,T001096,A025397,2060130,MBG0095,2018JJ00,1359.0,1092.0,270.0,28.5,,,
575,T001096,A025397,2060130,MBG0095,2021JJ00,1431.0,1167.0,266.0,25.3,,,
576,T001096,A025397,ZW25799,MW00000,2012JJ00,986.0,730.0,256.0,30.6,,,
577,T001096,A025397,ZW25799,MW00000,2015JJ00,1035.0,794.0,241.0,30.4,,,
578,T001096,A025397,ZW25799,MW00000,2018JJ00,1032.0,793.0,238.0,30.0,,,
