ID,Energiedragers,Perioden,TotaalAanbodTPES_1,Winning_2,Invoer_3,Uitvoer_4,NettoInvoer_5,Bunkering_6,Voorraadmutatie_7,StatistischeVerschillen_8,TotaalEnergieverbruik_9,TotaalInzet_10,InzetElektriciteitWKKOmzetting_11,InzetAndereOmzetting_12,TotaalProductie_13,ProductieElektriciteitWKKOmzetting_14,ProductieAndereOmzetting_15,TotaalSaldoEnergieomzetting_16,SaldoElektriciteitWKKOmzetting_17,SaldoAndereOmzetting_18,Totaal_19,ElektriciteitsEnWarmteproductie_20,WinningVanOlieEnGas_21,Cokesfabrieken_22,Hoogovens_23,OlieraffinageInstallaties_24,WaterstofproductieInstallaties_25,OverigeInstallaties_26,VerliezenBijDistributie_27,TotaalFinaalVerbruik_28,Totaal_29,Totaal_30,IJzerEnStaalindustrie_31,ChemieEnFarmaceutischeIndustrie_32,NonFerrometalen_33,Bouwmaterialenindustrie_34,Transportmiddelenindustrie_35,MetaalproductenEnMachineIndustrie_36,DelfstoffenwinningGeenOlieEnGas_37,VoedingsEnGenotmiddelenindustrie_38,PapierEnGrafischeIndustrie_39,Houtindustrie_40,Bouwnijverheid_41,TextielKledingEnLederindustrie_42,OverigeIndustrieEnOnbekend_43,Totaal_44,BinnenlandseLuchtvaart_45,Wegverkeer_46,Railverkeer_47,Pijpleidingen_48,BinnenlandseScheepvaart_49,Onbekend_50,Totaal_51,DienstenAfvalWaterEnReparatie_52,Woningen_53,Landbouw_54,Visserij_55,Onbekend_56,Totaal_57,NijverheidExclusiefDeEnergiesector_58,WaarvanChemieEnPetrochemie_59,Vervoer_60,OverigeAfnemers_61
1180,E006475   ,2020JJ00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1181,E006475   ,2021JJ00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1182,E006475   ,2022JJ00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1183,E006475   ,2023JJ00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1184,E006475   ,2024JJ00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1185,E006476   ,1946JJ00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1186,E006476   ,1947JJ00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1187,E006476   ,1948JJ00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1188,E006476   ,1949JJ00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1189,E006476   ,1950JJ00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1190,E006476   ,1951JJ00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1191,E006476   ,1952JJ00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1192,E006476   ,1953JJ00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1193,E006476   ,1954JJ00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1194,E006476   ,1955JJ00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1195,E006476   ,1956JJ00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1196,E006476   ,1957JJ00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1197,E006476   ,1958JJ00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1198,E006476   ,1959JJ00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1199,E006476   ,1960JJ00,0.2,,0.2,,0.2,,,0.9,-0.7,0.2,0.2,,39.5,,39.5,-39.3,0.2,-39.5,22.5,,,22.5,,,,,,16.1,16.1,16.1,5.8,,,,,,,,,,,,10.3,,,,,,,,,,,,,,,,,,
1200,E006476   ,1961JJ00,0.3,,0.3,,0.3,,,1.0,-0.7,0.3,0.3,,39.0,,39.0,-38.7,0.3,-39.0,22.7,,,22.7,,,,,,15.3,15.3,15.3,5.8,,,,,,,,,,,,9.5,,,,,,,,,,,,,,,,,,
1201,E006476   ,1962JJ00,0.4,,0.3,,0.3,,,0.8,-0.4,0.2,0.2,,37.9,,37.9,-37.7,0.2,-37.9,22.2,,,22.2,,,,,,15.1,15.1,15.1,5.1,,,,,,,,,,,,10.1,,,,,,,,,,,,,,,,,,
1202,E006476   ,1963JJ00,0.4,,0.4,,0.4,,,0.6,-0.2,0.1,0.1,,39.2,,39.2,-39.1,0.1,-39.2,21.8,,,21.8,,,,,,17.1,17.1,17.1,5.8,,,,,,,,,,,,11.4,,,,,,,,,,,,,,,,,,
1203,E006476   ,1964JJ00,0.2,,0.1,,0.1,,,0.5,-0.3,0.2,0.2,,42.7,,42.7,-42.5,0.2,-42.7,22.5,,,22.5,,,,,,19.7,19.7,19.7,6.6,,,,,,,,,,,,13.1,,,,,,,,,,,,,,,,,,
1204,E006476   ,1965JJ00,0.1,,0.0,,0.0,,,0.7,-0.6,0.6,0.6,,40.6,,40.6,-40.0,0.6,-40.6,21.2,,,21.2,,,,,,18.2,18.2,18.2,6.2,,,,,,,,,,,,12.0,,,,,,,,,,,,,,,,,,
1205,E006476   ,1966JJ00,0.1,,0.2,,0.2,,,0.2,-0.1,1.1,1.1,,32.4,,32.4,-31.3,1.1,-32.4,16.7,,,16.7,,,,,,14.5,14.5,14.5,4.3,,,,,,,,,,,,10.2,,,,,,,,,,,,,,,,,,
1206,E006476   ,1967JJ00,0.0,,0.0,,0.0,,,0.2,-0.2,2.5,2.5,,24.0,,24.0,-21.5,2.5,-24.0,12.9,,,12.9,,,,,,8.4,8.4,8.4,1.8,,,,,,,,,,,,6.7,,,,,,,,,,,,,,,,,,
1207,E006476   ,1968JJ00,0.0,,,,,,,-0.1,0.1,3.4,3.4,,20.4,,20.4,-17.0,3.4,-20.4,8.3,,,8.3,,,,,,8.8,8.8,8.8,2.9,,,,,,,,,,,,5.8,,,,,,,,,,,,,,,,,,
1208,E006476   ,1969JJ00,0.0,,,,,,,0.1,-0.1,,,,14.0,,14.0,-14.0,,-14.0,8.8,,,8.8,,,,,,5.1,5.1,5.1,2.3,2.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1209,E006476   ,1970JJ00,0.0,,,,,,,0.1,-0.1,,,,14.2,,14.2,-14.2,,-14.2,9.6,,,9.6,,,,,,4.5,4.5,4.5,1.7,2.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1210,E006476   ,1971JJ00,0.0,,,,,,,0.1,-0.1,,,,13.7,,13.7,-13.7,,-13.7,11.1,,,11.1,,,,,,2.5,2.5,2.5,0.4,2.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1211,E006476   ,1972JJ00,0.0,,,,,,,0.0,0.0,,,,14.4,,14.4,-14.4,,-14.4,11.9,,,11.9,,,,,,2.5,2.5,2.5,0.5,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1212,E006476   ,1973JJ00,0.0,,,,,,,0.1,-0.1,,,,20.6,,20.6,-20.6,,-20.6,17.9,,,17.9,,,,,,2.6,2.6,2.6,0.5,2.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1213,E006476   ,1974JJ00,0.0,,,,,,,0.3,-0.3,,,,20.9,,20.9,-20.9,,-20.9,17.9,,,17.9,,,,,,2.7,2.7,2.7,0.5,2.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1214,E006476   ,1975JJ00,0.0,,,,,,,0.1,-0.1,,,,20.2,,20.2,-20.2,,-20.2,17.8,,,17.8,,,,,,2.3,2.3,2.3,0.5,1.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1215,E006476   ,1976JJ00,0.0,,,,,,,0.1,-0.1,4.2,4.2,,19.0,,19.0,-14.8,4.2,-19.0,6.8,,,6.8,,,,,,7.9,7.9,7.9,7.2,0.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1216,E006476   ,1977JJ00,0.0,,,,,,,0.3,-0.3,3.6,3.6,,18.4,,18.4,-14.8,3.6,-18.4,7.0,,,7.0,,,,,,7.5,7.5,7.5,6.7,0.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1217,E006476   ,1978JJ00,0.0,,,,,,,0.5,-0.5,3.3,3.3,,17.4,,17.4,-14.1,3.3,-17.4,6.0,,,6.0,,,,,,7.6,7.6,7.6,6.9,0.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1218,E006476   ,1979JJ00,0.0,,,,,,,0.8,-0.8,3.8,3.8,,19.0,,19.0,-15.2,3.8,-19.0,6.7,,,6.7,,,,,,7.7,7.7,7.7,6.7,0.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1219,E006476   ,1980JJ00,0.0,,,,,,,0.6,-0.6,3.0,3.0,,18.5,,18.5,-15.5,3.0,-18.5,6.9,,,6.9,,,,,,8.0,8.0,8.0,6.7,1.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1220,E006476   ,1981JJ00,0.0,,,,,,,0.3,-0.3,2.6,2.6,,17.1,,17.1,-14.5,2.6,-17.1,5.7,,,5.7,,,,,,8.5,8.5,8.5,7.2,1.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1221,E006476   ,1982JJ00,0.0,,,,,,,0.1,-0.1,5.0,5.0,,21.0,,21.0,-16.0,5.0,-21.0,7.0,,,7.0,,,,,,8.9,8.9,8.9,7.9,1.1,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
1222,E006476   ,1983JJ00,0.0,,,,,,,,0.0,3.9,3.9,,18.2,,18.2,-14.3,3.9,-18.2,6.0,,,6.0,,,,,,8.3,8.3,8.3,7.3,0.9,,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,
1223,E006476   ,1984JJ00,0.0,,,,,,,0.1,-0.1,4.1,4.1,,22.9,,22.9,-18.8,4.1,-22.9,7.9,,,7.9,,,,,,10.8,10.8,10.8,9.5,1.3,,0.0,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,
1224,E006476   ,1985JJ00,0.0,,,,,,,0.0,0.0,5.1,5.1,,24.7,,24.7,-19.6,5.1,-24.7,8.4,,,8.4,,,,,,11.2,11.2,11.2,9.1,2.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1225,E006476   ,1986JJ00,0.0,,,,,,,0.0,0.0,4.7,4.7,,24.7,,24.7,-20.0,4.7,-24.7,8.5,,,8.5,,,,,,11.5,11.5,11.5,9.5,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1226,E006476   ,1987JJ00,0.0,,,,,,,-0.3,0.3,4.5,4.5,,23.3,,23.3,-18.8,4.5,-23.3,8.1,,,8.1,,,,,,11.0,11.0,11.0,9.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1227,E006476   ,1988JJ00,0.0,,,,,,,0.2,-0.2,4.7,4.7,,24.0,,24.0,-19.3,4.7,-24.0,8.5,,,8.5,,,,,,10.6,10.6,10.6,8.6,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1228,E006476   ,1989JJ00,0.0,,,,,,,-0.1,0.1,4.4,4.4,,24.4,,24.4,-20.0,4.4,-24.4,8.3,,,8.3,,,,,,11.8,11.8,11.8,10.3,1.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1229,E006476   ,1990JJ00,,,,,,,,,,6.1,6.1,,24.1,,24.1,-18.0,6.1,-24.1,14.0,,,8.5,5.5,,,,,4.1,4.1,4.1,2.6,1.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1230,E006476   ,1991JJ00,,,,,,,,,,6.6,6.6,,25.3,,25.3,-18.7,6.6,-25.3,15.7,,,8.7,6.9,,,,,3.0,3.0,3.0,1.3,1.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1231,E006476   ,1992JJ00,,,,,,,,0.0,0.0,6.0,6.0,,25.1,,25.1,-19.1,6.0,-25.1,15.8,,,9.0,6.8,,,,,3.3,3.3,3.3,1.7,1.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1232,E006476   ,1993JJ00,,,,,,,,,,6.0,6.0,,24.5,,24.5,-18.5,6.0,-24.5,15.2,,,9.0,6.2,,,,,3.3,3.3,3.3,2.5,0.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1233,E006476   ,1994JJ00,,,,,,,,0.0,0.0,7.1,7.1,,24.3,,24.3,-17.2,7.1,-24.3,14.9,,,9.0,6.0,,,,,2.3,2.3,2.3,2.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1234,E006476   ,1995JJ00,,,,,,,,,,4.3,4.3,,24.2,,24.2,-19.9,4.3,-24.2,14.9,,,9.2,5.7,,,,,5.0,5.0,5.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1235,E006476   ,1996JJ00,,,,,,,,,,4.9,4.9,,24.4,,24.4,-19.5,4.9,-24.4,14.5,,,9.1,5.4,,,,,5.0,5.0,5.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1236,E006476   ,1997JJ00,,,,,,,,,,4.2,4.2,,23.7,,23.7,-19.6,4.2,-23.7,13.7,,,8.9,4.8,,,,,5.9,5.9,5.9,5.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1237,E006476   ,1998JJ00,,,,,,,,,,4.1,4.1,,21.7,,21.7,-17.5,4.1,-21.7,13.4,,,8.9,4.5,,,,,4.2,4.2,4.2,4.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1238,E006476   ,1999JJ00,,,,,,,,,,3.7,3.7,,17.8,,17.8,-14.1,3.7,-17.8,10.7,,,7.5,3.2,,,,,3.4,3.4,3.4,3.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1239,E006476   ,2000JJ00,,,,,,,,,,3.6,3.6,,17.0,,17.0,-13.4,3.6,-17.0,10.0,,,7.3,2.7,,,,,3.4,3.4,3.4,3.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1240,E006476   ,2001JJ00,,,,,,,,,,3.2,3.2,,17.3,,17.3,-14.1,3.2,-17.3,10.7,,,8.1,2.7,,,,,3.4,3.4,3.4,3.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1241,E006476   ,2002JJ00,,,,,,,,,,2.9,2.9,,16.2,,16.2,-13.3,2.9,-16.2,10.1,,,7.5,2.6,,,,,3.1,3.1,3.1,3.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1242,E006476   ,2003JJ00,,,,,,,,,,3.2,3.2,,17.1,,17.1,-13.9,3.2,-17.1,9.8,,,7.5,2.3,,,,,4.1,4.1,4.1,4.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1243,E006476   ,2004JJ00,,,,,,,,,,2.8,2.8,,17.4,,17.4,-14.6,2.8,-17.4,9.5,,,6.9,2.7,,,,,5.1,5.1,5.1,5.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1244,E006476   ,2005JJ00,,,,,,,,,,2.2,2.2,,17.2,,17.2,-15.1,2.2,-17.2,9.8,,,7.5,2.3,,,,,5.3,5.3,5.3,5.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1245,E006476   ,2006JJ00,,,,,,,,,,2.0,2.0,,16.7,,16.7,-14.7,2.0,-16.7,8.8,,,6.7,2.1,,,,,5.9,5.9,5.9,5.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1246,E006476   ,2007JJ00,,,,,,,,,,3.1,3.1,,17.6,,17.6,-14.5,3.1,-17.6,8.8,,,6.4,2.4,,,,,5.7,5.7,5.7,5.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1247,E006476   ,2008JJ00,,,,,,,,,,3.1,3.1,,17.5,,17.5,-14.4,3.1,-17.5,9.0,,,6.7,2.3,,,,,5.4,5.4,5.4,5.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1248,E006476   ,2009JJ00,,,,,,,,,,2.3,2.3,,13.9,,13.9,-11.6,2.3,-13.9,7.7,,,5.3,2.4,,,,,3.9,3.9,3.9,3.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1249,E006476   ,2010JJ00,,,,,,,,,,2.7,2.7,,16.5,,16.5,-13.8,2.7,-16.5,9.4,,,6.5,2.9,,,,,4.4,4.4,4.4,4.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1250,E006476   ,2011JJ00,,,,,,,,,,2.4,2.4,,16.3,,16.3,-13.9,2.4,-16.3,9.6,,,6.7,2.9,,,,,4.3,4.3,4.3,4.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1251,E006476   ,2012JJ00,,,,,,,,0.0,0.0,2.6,2.6,,15.7,,15.7,-13.2,2.6,-15.7,8.7,,,6.2,2.5,,,,,4.5,4.5,4.5,4.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1252,E006476   ,2013JJ00,,,,,,,,,,2.5,2.5,,15.6,,15.6,-13.1,2.5,-15.6,8.3,,,6.0,2.3,,,,,4.8,4.8,4.8,4.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1253,E006476   ,2014JJ00,,,,,,,,,,2.2,2.2,,16.1,,16.1,-13.9,2.2,-16.1,8.7,,,6.3,2.4,,,,,5.2,5.2,5.2,5.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1254,E006476   ,2015JJ00,,,,,,,,,,2.0,2.0,,16.2,,16.2,-14.2,2.0,-16.2,7.9,,,5.9,2.0,,,,,6.3,6.3,6.3,6.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1255,E006476   ,2016JJ00,,,,,,,,,,1.7,1.7,,15.5,,15.5,-13.9,1.7,-15.5,7.9,,,6.0,1.9,,,,,5.9,5.9,5.9,5.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1256,E006476   ,2017JJ00,,,,,,,,,,2.1,2.1,,15.9,,15.9,-13.8,2.1,-15.9,7.8,,,5.9,1.9,,,,,6.0,6.0,6.0,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1257,E006476   ,2018JJ00,,,,,,,,,,2.1,2.1,,16.1,,16.1,-14.0,2.1,-16.1,8.5,,,5.9,2.6,,,,,5.6,5.6,5.6,5.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1258,E006476   ,2019JJ00,,,,,,,,,,2.2,2.2,,15.7,,15.7,-13.5,2.2,-15.7,8.8,,,6.2,2.6,,,,,4.7,4.7,4.7,4.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1259,E006476   ,2020JJ00,,,,,,,,,,1.7,1.7,,15.2,,15.2,-13.5,1.7,-15.2,8.4,,,5.7,2.7,,,,,5.1,5.1,5.1,5.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1260,E006476   ,2021JJ00,,,,,,,,,,1.6,1.6,,15.1,,15.1,-13.5,1.6,-15.1,8.1,,,5.7,2.4,,,,,5.5,5.5,5.5,5.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1261,E006476   ,2022JJ00,,,,,,,,,,2.0,2.0,,15.1,,15.1,-13.1,2.0,-15.1,6.7,,,5.7,1.0,,,,,6.4,6.4,6.4,6.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1262,E006476   ,2023JJ00,,,,,,,,,,1.7,1.7,,14.8,,14.8,-13.1,1.7,-14.8,7.1,,,6.7,0.4,,,,,6.0,6.0,6.0,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1263,E006476   ,2024JJ00,,,,,,,,,,1.4,1.4,,14.7,,14.7,-13.3,1.4,-14.7,6.8,,,5.6,1.1,,,,,6.5,6.5,6.5,6.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1264,E006477   ,1946JJ00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1265,E006477   ,1947JJ00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1266,E006477   ,1948JJ00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1267,E006477   ,1949JJ00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1268,E006477   ,1950JJ00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1269,E006477   ,1951JJ00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1270,E006477   ,1952JJ00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1271,E006477   ,1953JJ00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1272,E006477   ,1954JJ00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1273,E006477   ,1955JJ00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1274,E006477   ,1956JJ00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1275,E006477   ,1957JJ00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1276,E006477   ,1958JJ00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1277,E006477   ,1959JJ00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1278,E006477   ,1960JJ00,0.0,,,,,,,0.5,-0.5,4.3,4.3,,13.8,,13.8,-9.5,4.3,-13.8,1.9,,,1.9,,,,,0.6,6.5,6.5,6.5,6.2,,,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,
1279,E006477   ,1961JJ00,0.0,,,,,,,0.0,0.0,3.7,3.7,,13.5,,13.5,-9.8,3.7,-13.5,2.0,,,2.0,,,,,0.7,7.1,7.1,7.1,6.8,,,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,
1280,E006477   ,1962JJ00,0.0,,,,,,,0.4,-0.4,3.4,3.4,,13.9,,13.9,-10.5,3.4,-13.9,2.0,,,2.0,,,,,0.7,7.4,7.4,7.4,7.1,,,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,
1281,E006477   ,1963JJ00,0.0,,,,,,,0.0,0.0,3.7,3.7,,13.0,,13.0,-9.3,3.7,-13.0,1.5,,,1.5,,,,,0.4,7.4,7.4,7.4,7.2,,,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,
1282,E006477   ,1964JJ00,0.0,,,,,,,0.2,-0.2,4.5,4.5,,13.9,,13.9,-9.4,4.5,-13.9,1.9,,,1.9,,,,,0.8,6.5,6.5,6.5,6.1,,,0.4,,,,,,,,,,,,,,,,,,,,,,,,,,,
1283,E006477   ,1965JJ00,0.0,,,,,,,0.4,-0.4,5.6,5.6,,14.5,,14.5,-8.9,5.6,-14.5,1.8,,,1.8,,,,,0.9,5.8,5.8,5.8,5.4,,,0.4,,,,,,,,,,,,,,,,,,,,,,,,,,,
1284,E006477   ,1966JJ00,0.0,,,,,,,0.8,-0.8,4.0,4.0,,13.2,,13.2,-9.2,4.0,-13.2,1.8,,,1.8,,,,,0.8,5.8,5.8,5.8,5.4,,,0.4,,,,,,,,,,,,,,,,,,,,,,,,,,,
1285,E006477   ,1967JJ00,0.0,,,,,,,0.9,-0.9,7.8,7.8,,15.8,,15.8,-8.0,7.8,-15.8,1.4,,,1.4,,,,,0.6,5.1,5.1,5.1,4.8,,,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,
1286,E006477   ,1968JJ00,0.0,,,,,,,0.3,-0.3,9.8,9.8,,17.4,,17.4,-7.6,9.8,-17.4,1.5,,,1.5,,,,,0.6,5.2,5.2,5.2,4.9,,,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,
1287,E006477   ,1969JJ00,0.0,,,,,,,0.1,-0.1,10.2,10.2,,25.0,,25.0,-14.8,10.2,-25.0,3.9,,,3.9,,,,,0.4,10.4,10.4,10.4,10.0,,,0.4,,,,,,,,,,,,,,,,,,,,,,,,,,,
1288,E006477   ,1970JJ00,0.0,,,,,,,,0.0,11.0,11.0,,25.1,,25.1,-14.1,11.0,-25.1,4.1,,,4.1,,,,,0.4,9.6,9.6,9.6,9.3,,,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,
1289,E006477   ,1971JJ00,0.0,,,,,,,0.1,-0.1,11.0,11.0,,28.1,,28.1,-17.1,11.0,-28.1,3.9,,,3.9,,,,,0.8,12.3,12.3,12.3,11.9,,,0.4,,,,,,,,,,,,,,,,,,,,,,,,,,,
1290,E006477   ,1972JJ00,0.0,,,,,,,,0.0,11.8,11.8,,31.1,,31.1,-19.3,11.8,-31.1,3.7,,,3.7,,,,,1.5,14.1,14.1,14.1,13.5,,,0.6,,,,,,,,,,,,,,,,,,,,,,,,,,,
1291,E006477   ,1973JJ00,0.0,,,,,,,0.1,-0.1,14.1,14.1,,40.1,,40.1,-26.0,14.1,-40.1,6.2,,,6.2,,,,,1.4,18.3,18.3,18.3,17.7,,,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,
1292,E006477   ,1974JJ00,0.0,,,,,,,0.3,-0.3,15.6,15.6,,41.5,,41.5,-25.9,15.6,-41.5,6.3,,,6.3,,,,,1.4,17.9,17.9,17.9,17.4,,,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,
1293,E006477   ,1975JJ00,0.0,,,,,,,0.5,-0.5,14.2,14.2,,35.1,,35.1,-20.9,14.2,-35.1,6.2,,,6.2,,,,,,14.2,14.2,14.2,13.8,,,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,
1294,E006477   ,1976JJ00,0.0,,,,,,,1.0,-1.0,11.0,11.0,,23.6,,23.6,-12.6,11.0,-23.6,1.5,,,1.5,,,,,0.0,10.1,10.1,10.1,9.7,,,0.4,,,,,,,,,,,,,,,,,,,,,,,,,,,
1295,E006477   ,1977JJ00,0.0,,,,,,,0.3,-0.3,10.2,10.2,,19.7,,19.7,-9.5,10.2,-19.7,0.9,,,0.9,,,,,,8.3,8.3,8.3,7.8,,,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,
