ID,Toepassingsgroepen,TeeltsectorenEnGewassen,Perioden,AantalBedrijven_1,PercentageBedrijven_2,GrootteOppervlakte_3,PercentageOppervlakte_4,Januari_5,Februari_6,Maart_7,April_8,Mei_9,Juni_10,Juli_11,Augustus_12,September_13,Oktober_14,November_15,December_16,Totaal_17,Januari_18,Februari_19,Maart_20,April_21,Mei_22,Juni_23,Juli_24,Augustus_25,September_26,Oktober_27,November_28,December_29,GebruikPerJaarPerHectare_30,DoseringPerJaarPerHectare_31
495,A028298,A042351,2016JJ00,43.0,12.7,330,13.8,0.0,0.0,0.0,0.0,0.0,0.0,7.5,6.0,2.0,0.0,0.0,0.0,3,0.0,0.0,0.0,0.0,0.0,0.0,32.8,62.5,4.8,0.0,0.0,0.0,0.0,0.0
496,A028298,A042194,2012JJ00,1225.0,14.6,10697,14.7,0.0,0.0,0.0,1.0,3.6,3.0,1.5,6.3,0.0,0.0,0.0,0.0,325,0.0,0.0,0.0,1.1,4.0,77.9,9.5,7.5,0.0,0.0,0.0,0.0,0.0,0.0
497,A028298,A042194,2016JJ00,314.0,4.0,2642,3.7,0.0,0.0,0.0,0.0,0.0,3.0,3.0,0.0,0.5,0.0,0.0,0.0,28,0.0,0.0,0.0,0.0,0.3,41.7,51.5,0.0,6.6,0.0,0.0,0.0,0.0,0.0
498,A028298,A042171,2012JJ00,4083.0,47.1,60940,44.7,0.0,0.0,0.0,0.0,29.6,14.1,0.0,0.0,0.0,0.0,0.0,0.0,315,0.0,0.0,0.0,0.0,67.2,32.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
499,A028298,A042171,2016JJ00,4360.0,60.0,75445,64.5,0.0,0.0,5.3,4.7,21.9,38.9,3.0,0.0,0.0,0.7,0.0,0.0,604,0.0,0.0,4.9,5.0,40.4,42.7,6.8,0.0,0.0,0.1,0.0,0.0,0.0,0.0
500,A028298,A042172,2012JJ00,897.0,40.6,7372,48.4,0.0,0.0,0.0,0.0,8.5,37.1,0.0,0.0,0.0,0.0,0.0,0.0,33,0.0,0.0,0.0,0.0,19.6,80.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
501,A028298,A042172,2016JJ00,935.0,51.7,6885,62.3,0.0,0.0,0.0,12.0,7.4,44.4,3.3,0.0,0.0,0.0,0.0,0.0,37,0.0,0.0,0.0,17.9,10.0,67.1,5.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
502,A028298,A042291,2012JJ00,312.0,94.2,1649,97.5,37.8,38.9,51.1,50.8,73.7,73.1,79.4,81.7,81.1,68.1,35.9,27.5,5115,2.6,6.4,9.1,8.6,13.1,11.5,11.9,11.4,13.2,9.0,1.4,1.7,3.0,3.1
503,A028298,A042291,2016JJ00,262.0,95.6,1691,99.2,41.8,32.1,48.9,63.5,71.6,77.1,68.0,68.7,74.8,74.5,59.5,58.1,6593,5.5,3.1,4.0,7.4,10.4,6.2,13.8,12.9,16.6,8.5,5.6,6.0,3.9,3.9
504,A028298,A042237,2012JJ00,856.0,97.6,10963,97.5,72.6,7.4,84.6,73.5,86.2,80.8,79.7,51.8,31.9,8.5,8.5,8.5,12438,0.1,0.0,5.9,9.7,9.9,19.5,31.7,16.8,5.5,0.3,0.2,0.4,1.1,1.1
505,A028298,A042237,2016JJ00,806.0,91.5,12348,93.5,8.5,1.6,27.3,84.7,89.4,89.8,27.3,1.1,5.0,6.6,2.9,4.7,5341,0.5,0.0,6.5,19.1,33.5,36.8,2.5,0.0,0.2,0.7,0.0,0.1,0.4,0.4
506,A028298,A042267,2012JJ00,343.0,57.2,938,67.1,25.5,25.8,27.4,35.5,30.8,30.4,54.4,58.8,55.6,46.8,43.8,41.5,1243,4.4,1.6,11.3,7.9,5.6,11.4,25.5,11.7,10.3,3.9,3.2,3.1,0.9,1.3
507,A028298,A042267,2016JJ00,208.0,39.6,791,45.7,2.7,5.5,10.7,15.4,27.3,29.8,28.6,30.4,26.6,19.8,4.3,1.2,189,0.5,0.4,1.9,2.7,12.1,44.6,14.3,9.3,7.7,5.2,0.5,0.7,0.1,0.2
508,A028298,A042187,2012JJ00,121.0,45.4,1083,52.2,0.0,2.7,8.6,24.6,26.5,8.7,0.0,0.0,0.0,0.0,0.0,0.0,9,0.0,0.7,14.2,27.7,42.9,14.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
509,A028298,A042187,2016JJ00,209.0,60.3,1335,55.3,0.0,0.0,1.9,50.7,15.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23,0.0,0.0,1.5,56.0,42.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
510,A028298,A042224,2012JJ00,148.0,75.5,1191,84.1,0.0,0.0,60.7,51.2,73.0,61.8,78.9,50.0,49.6,2.4,0.0,0.0,418,0.0,0.0,2.0,2.0,34.1,18.6,20.9,20.4,1.8,0.2,0.0,0.0,0.3,0.4
511,A028298,A042224,2016JJ00,164.0,75.6,1421,86.7,0.0,0.0,5.8,35.9,64.6,75.0,59.1,49.5,25.0,6.7,3.6,0.0,609,0.0,0.0,0.1,2.9,13.8,42.2,19.2,12.3,6.9,1.4,1.1,0.0,0.4,0.4
512,A028298,A042315,2012JJ00,670.0,74.9,4741,76.8,0.0,0.0,6.9,6.8,31.2,12.6,12.1,45.0,35.6,6.0,0.0,0.0,4182,0.0,0.0,3.3,11.5,42.7,3.2,2.0,18.8,16.8,1.7,0.0,0.0,0.7,0.9
513,A028298,A042315,2016JJ00,440.0,48.2,3635,54.7,0.0,0.0,1.6,0.9,8.3,13.0,17.5,39.0,20.3,13.3,0.0,0.0,363,0.0,0.0,6.1,0.6,17.7,23.4,8.6,29.6,8.8,5.1,0.0,0.0,0.1,0.1
514,A028298,A042325,2012JJ00,330.0,71.4,2375,70.8,0.0,0.0,0.0,0.0,1.7,0.0,6.5,35.0,62.3,4.4,4.4,0.0,959,0.0,0.0,0.0,0.0,0.1,0.0,7.0,16.9,72.9,2.6,0.5,0.0,0.3,0.4
515,A028298,A042325,2016JJ00,192.0,46.3,1596,55.1,0.0,0.0,0.0,0.0,0.0,0.0,29.4,28.3,18.6,11.0,0.0,0.0,132,0.0,0.0,0.0,0.0,0.0,0.0,43.8,35.9,11.9,8.4,0.0,0.0,0.0,0.1
516,A028298,A042320,2012JJ00,1764.0,63.6,13325,63.5,0.0,0.0,0.0,0.0,0.0,12.6,70.2,37.6,0.0,0.0,0.0,0.0,264,0.0,0.0,0.0,0.0,0.0,8.2,44.4,47.4,0.0,0.0,0.0,0.0,0.0,0.0
517,A028298,A042320,2016JJ00,2160.0,70.2,18170,72.5,2.7,0.0,0.0,1.6,1.4,16.4,71.3,54.8,2.7,0.0,0.0,0.0,857,0.8,0.0,0.0,53.9,0.2,7.0,23.0,14.8,0.3,0.0,0.0,0.0,0.0,0.0
518,A028298,A042362,2012JJ00,905.0,61.3,25720,59.4,0.0,37.8,37.8,30.5,0.0,13.0,42.8,1.0,0.0,1.8,0.0,0.0,20378,0.0,2.4,40.9,49.7,0.0,0.6,3.4,0.0,0.0,3.0,0.0,0.0,0.5,0.8
519,A028298,A042362,2016JJ00,806.0,50.5,21796,50.5,0.0,0.0,3.4,10.0,2.9,34.3,22.3,17.1,2.3,0.0,0.0,0.0,1251,0.0,0.0,0.1,26.5,4.9,38.9,21.4,7.0,1.3,0.0,0.0,0.0,0.0,0.1
520,A028301,A048737,2012JJ00,,,11074,1.4,0.1,0.1,0.2,0.2,0.2,0.2,0.5,0.3,0.3,0.5,0.5,0.5,6496,1.0,0.7,6.2,5.6,5.5,9.9,26.7,17.2,11.3,10.1,4.1,1.8,0.0,0.6
521,A028301,A048737,2016JJ00,,,15975,2.2,0.0,0.0,0.0,0.2,0.2,0.3,0.3,0.2,0.2,2.1,2.0,0.0,4493,0.9,1.0,1.3,5.1,4.7,11.0,8.2,9.5,6.2,24.9,25.9,1.2,0.0,0.3
522,A028301,A044031,2012JJ00,,,4032,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.1,0.4,0.4,0.4,603,0.0,0.0,0.0,0.0,0.0,0.0,4.9,0.0,30.9,47.1,15.0,2.2,0.0,0.1
523,A028301,A044031,2016JJ00,,,11478,1.8,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,2.2,2.2,0.0,2128,0.0,0.0,0.0,0.0,1.5,2.3,0.0,0.0,0.1,45.4,50.7,0.0,0.0,0.2
524,A028301,A042228,2012JJ00,,,1888,9.0,0.1,0.1,0.1,3.2,1.7,0.7,0.0,0.0,2.3,0.0,0.0,0.0,456,0.1,0.0,0.1,38.2,8.3,0.2,0.0,0.0,53.2,0.0,0.0,0.0,0.0,0.2
525,A028301,A042228,2016JJ00,,,1030,4.4,0.5,0.5,0.5,0.2,1.0,0.2,0.2,0.2,1.7,2.2,0.6,0.0,170,2.1,3.2,15.9,0.0,2.0,0.0,0.0,0.0,31.8,22.3,22.6,0.0,0.0,0.2
526,A028301,A044083,2012JJ00,,,792,23.4,6.9,4.2,3.9,5.4,4.7,5.3,11.0,6.7,4.3,4.0,4.7,5.5,930,2.8,3.6,8.3,10.0,7.8,7.6,21.5,13.2,5.3,6.4,5.3,8.1,0.3,1.2
527,A028301,A044083,2016JJ00,,,674,23.5,7.0,6.1,6.6,6.8,6.4,10.7,5.8,5.6,5.7,7.0,6.2,6.0,444,8.4,8.9,6.6,8.8,6.8,13.9,7.0,8.1,5.3,7.3,9.2,9.7,0.2,0.7
528,A028301,A042259,2012JJ00,,,729,4.4,1.5,1.5,1.5,0.3,0.6,0.7,1.0,0.0,0.8,2.2,2.2,2.2,323,11.8,3.0,6.2,1.8,2.8,3.6,9.9,0.0,4.5,29.0,22.6,4.8,0.0,0.4
529,A028301,A042259,2016JJ00,,,207,1.2,0.0,0.0,0.0,0.1,0.3,0.4,0.3,0.4,0.3,0.0,0.0,0.2,26,0.0,0.0,0.0,5.9,7.4,22.0,12.4,27.4,1.3,2.0,0.0,21.6,0.0,0.1
530,A028301,A042340,2012JJ00,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,,,,,,,,,,,,,0.0,
531,A028301,A042340,2016JJ00,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,,,,,,,,,,,,,0.0,
532,A028301,T001322,2012JJ00,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,,,,,,,,,,,,,0.0,
533,A028301,T001322,2016JJ00,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,,,,,,,,,,,,,0.0,
534,A028301,A042271,2012JJ00,,,68,1.7,0.2,0.3,0.4,0.1,0.2,0.8,0.0,0.0,0.0,0.0,0.0,0.5,2,4.7,3.3,0.4,0.2,2.8,3.0,0.0,0.0,0.0,0.0,0.0,85.6,0.0,0.0
535,A028301,A042271,2016JJ00,,,65,1.7,0.5,0.0,0.0,0.4,0.8,0.4,0.0,0.0,0.3,0.0,0.4,0.3,4,30.0,0.0,0.0,0.3,50.1,0.4,0.0,0.0,2.2,0.0,11.0,6.0,0.0,0.1
536,A028301,A042269,2012JJ00,,,3565,10.2,0.0,0.0,2.2,1.4,2.0,4.1,6.7,5.7,3.3,2.5,2.3,2.3,4181,0.0,0.0,7.2,2.2,5.7,13.4,35.2,23.8,5.7,5.3,1.3,0.2,0.1,1.2
537,A028301,A042269,2016JJ00,,,2521,7.1,0.0,0.0,0.1,3.1,2.3,5.6,5.1,4.2,2.9,1.7,0.1,0.3,1721,0.0,0.0,0.1,10.9,8.2,22.1,19.5,22.2,11.6,4.9,0.3,0.3,0.0,0.7
538,A028301,A042276,2012JJ00,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,,,,,,,,,,,,,0.0,
539,A028301,A042276,2016JJ00,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,,,,,,,,,,,,,0.0,
540,A028301,A042278,2012JJ00,23.0,5.3,16,1.0,0.0,0.0,0.0,0.0,0.5,0.7,0.0,0.0,0.0,0.0,0.0,0.0,10,0.0,0.0,0.0,0.0,9.2,90.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6
541,A028301,A042278,2016JJ00,17.0,5.1,12,0.9,0.0,0.0,0.0,0.3,0.4,0.1,0.7,0.0,0.0,0.0,0.0,0.0,7,0.0,0.0,0.0,1.8,33.3,31.5,33.5,0.0,0.0,0.0,0.0,0.0,0.0,0.6
542,A028301,A044051,2012JJ00,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,,,,,,,,,,,,,0.0,
543,A028301,A044051,2016JJ00,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,,,,,,,,,,,,,0.0,
544,A028301,A042297,2012JJ00,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,,,,,,,,,,,,,0.0,
545,A028301,A042297,2016JJ00,4.0,0.6,5,0.1,0.0,0.0,0.0,0.2,0.2,0.2,0.0,0.0,0.0,0.0,0.0,0.0,10,0.0,0.0,0.0,36.9,36.9,26.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8
546,A028301,A042256,2012JJ00,46.0,14.5,131,26.9,8.0,5.0,0.0,8.3,4.8,12.0,8.7,5.6,7.4,4.8,6.2,8.7,10,1.1,4.4,0.0,9.6,12.1,29.9,17.1,16.8,1.8,0.8,1.5,4.9,0.0,0.1
547,A028301,A042256,2016JJ00,38.0,15.6,85,21.6,8.2,6.4,4.1,3.7,2.3,12.2,4.3,3.4,8.4,5.6,4.9,4.6,24,13.1,16.1,5.6,13.3,4.3,13.2,5.3,5.2,7.6,5.9,5.4,4.9,0.1,0.3
548,A028301,A042329,2012JJ00,62.0,21.0,331,14.7,0.0,0.0,1.2,2.8,2.1,2.1,4.7,6.9,5.5,5.9,3.1,3.1,86,0.0,0.0,1.1,26.7,9.1,10.8,20.1,17.7,12.0,2.4,0.1,0.0,0.0,0.3
549,A028301,A042329,2016JJ00,26.0,13.0,466,22.1,0.0,0.0,1.0,18.4,5.6,20.6,20.0,3.5,3.1,2.9,0.1,0.0,116,0.0,0.0,0.8,3.5,4.3,34.5,40.7,4.1,2.1,9.9,0.2,0.0,0.1,0.2
550,A028301,A042226,2012JJ00,201.0,14.9,434,14.9,2.2,2.2,2.2,1.4,3.2,3.8,4.4,0.2,4.7,1.1,1.1,1.1,103,9.7,5.4,9.5,5.8,8.8,11.2,31.2,0.0,14.1,3.0,0.7,0.6,0.0,0.2
551,A028301,A042226,2016JJ00,27.0,2.6,112,4.1,0.0,0.0,0.0,0.8,1.0,2.4,1.9,1.0,0.8,0.2,0.0,0.0,11,0.0,0.0,0.0,14.0,14.7,34.0,28.0,4.4,0.0,5.0,0.0,0.0,0.0,0.1
552,A028301,A042260,2012JJ00,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,,,,,,,,,,,,,0.0,
553,A028301,A042260,2016JJ00,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,,,,,,,,,,,,,0.0,
554,A028301,A042312,2012JJ00,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,,,,,,,,,,,,,0.0,
555,A028301,A042312,2016JJ00,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,,,,,,,,,,,,,0.0,
556,A028301,A042331,2012JJ00,18.0,12.6,298,16.5,0.0,0.0,10.3,20.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,58,0.0,0.0,3.0,97.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2
557,A028301,A042331,2016JJ00,3.0,2.5,7,0.4,0.0,0.0,0.0,0.0,0.5,0.5,0.6,0.6,0.6,0.0,0.0,0.0,2,0.0,0.0,0.0,0.0,1.3,1.3,37.9,37.9,21.7,0.0,0.0,0.0,0.0,0.3
558,A028301,A042191,2012JJ00,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,,,,,,,,,,,,,0.0,
559,A028301,A042191,2016JJ00,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,,,,,,,,,,,,,0.0,
560,A028301,A042246,2012JJ00,36.0,18.4,118,23.5,4.5,2.4,4.5,6.6,11.9,0.4,7.7,5.7,1.1,1.1,0.0,9.0,72,4.9,0.4,4.7,3.9,27.7,0.2,10.7,19.8,0.6,2.3,0.0,24.8,0.1,0.6
561,A028301,A042246,2016JJ00,23.0,20.1,97,25.4,7.7,0.7,10.6,12.1,8.4,14.7,6.9,2.2,0.0,7.6,4.2,9.4,28,13.2,0.0,21.7,9.2,6.3,12.7,7.4,4.8,0.0,8.3,3.3,13.1,0.1,0.3
562,A028301,A042177,2012JJ00,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,,,,,,,,,,,,,0.0,
563,A028301,A042177,2016JJ00,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,,,,,,,,,,,,,0.0,
564,A028301,A042356,2012JJ00,212.0,3.4,1714,2.5,0.0,0.0,0.0,0.0,0.0,0.0,1.8,0.0,0.0,0.0,0.0,0.0,14,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
565,A028301,A042356,2016JJ00,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,,,,,,,,,,,,,0.0,
566,A028301,A042347,2012JJ00,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,,,,,,,,,,,,,0.0,
567,A028301,A042347,2016JJ00,17.0,3.8,116,3.5,0.0,0.0,0.0,0.0,0.0,3.3,0.0,0.0,0.0,0.0,0.0,0.0,23,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2
568,A028301,A042248,2012JJ00,12.0,15.2,23,22.3,0.0,0.0,0.0,7.9,0.0,0.0,18.4,7.2,0.0,0.0,3.4,0.0,93,0.0,0.0,0.0,49.2,0.0,0.0,44.7,5.7,0.0,0.0,0.4,0.0,0.9,4.1
569,A028301,A042248,2016JJ00,4.0,7.2,8,10.5,7.0,0.0,7.0,0.0,6.6,6.6,7.0,0.0,7.0,10.5,0.0,0.0,3,6.9,0.0,4.3,0.0,22.9,25.0,5.0,0.0,5.8,30.1,0.0,0.0,0.0,0.4
570,A028301,A042162,2012JJ00,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,,,,,,,,,,,,,0.0,
571,A028301,A042162,2016JJ00,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,,,,,,,,,,,,,0.0,
572,A028301,A042249,2012JJ00,40.0,59.5,109,64.2,16.4,21.3,7.8,15.7,13.7,0.7,31.8,14.7,26.5,14.6,29.5,22.3,152,2.7,6.4,1.8,4.7,3.9,0.2,13.1,9.8,14.7,11.4,11.9,19.4,0.9,1.4
573,A028301,A042249,2016JJ00,34.0,61.4,116,61.6,19.1,16.6,7.8,14.0,18.3,21.4,16.2,25.7,28.2,11.5,18.9,14.4,138,6.6,5.2,2.9,6.8,7.1,9.3,9.1,10.4,10.3,6.6,14.6,11.2,0.7,1.2
574,A028301,A042231,2012JJ00,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,,,,,,,,,,,,,0.0,
575,A028301,A042231,2016JJ00,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,,,,,,,,,,,,,0.0,
576,A028301,A042198,2012JJ00,77.0,5.1,1932,14.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.6,17.6,17.6,287,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,73.4,24.6,2.0,0.0,0.1
577,A028301,A042198,2016JJ00,14.0,1.2,342,3.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.5,0.0,0.0,44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.1
578,A028301,A042232,2012JJ00,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,,,,,,,,,,,,,0.0,
579,A028301,A042232,2016JJ00,7.0,4.5,64,4.4,3.8,3.8,3.8,2.7,4.2,2.7,2.5,2.5,2.5,0.0,0.0,0.0,0,11.2,11.2,11.2,7.8,21.3,15.6,7.2,7.2,7.2,0.0,0.0,0.0,0.0,0.0
580,A028301,A042233,2012JJ00,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,,,,,,,,,,,,,0.0,
581,A028301,A042233,2016JJ00,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,,,,,,,,,,,,,0.0,
582,A028301,A042285,2012JJ00,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,,,,,,,,,,,,,0.0,
583,A028301,A042285,2016JJ00,2.0,0.8,1,0.1,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8
584,A028301,A042181,2012JJ00,46.0,15.4,386,18.2,0.0,0.0,0.0,0.0,0.0,0.0,1.9,0.0,23.0,2.8,2.8,2.8,302,0.0,0.0,0.0,0.0,0.0,0.0,5.2,0.0,61.7,24.2,6.5,2.4,0.1,0.8
585,A028301,A042181,2016JJ00,8.0,3.6,46,2.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,2.5,0.0,0.0,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.2,79.8,0.0,0.0,0.0,0.1
586,A028301,A042262,2012JJ00,25.0,4.9,8,0.2,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
587,A028301,A042262,2016JJ00,5.0,1.0,4,0.1,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.1,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,40.9,44.3,14.8,0.0,0.0,0.0,0.0,0.0,0.1
588,A028301,A042250,2012JJ00,27.0,18.9,49,24.9,8.0,6.4,8.4,3.2,0.5,6.8,14.1,6.9,4.1,11.1,7.2,10.2,44,2.5,7.9,8.6,1.4,1.3,1.5,25.0,9.3,3.7,13.9,13.0,12.0,0.2,0.9
589,A028301,A042250,2016JJ00,11.0,12.8,31,22.2,4.8,4.8,13.5,8.0,8.0,2.4,21.1,2.7,5.6,12.7,8.2,14.5,12,4.0,2.6,2.0,3.1,1.6,2.5,26.8,1.4,3.7,15.0,10.8,26.5,0.1,0.4
590,A028301,A042235,2012JJ00,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,,,,,,,,,,,,,0.0,
591,A028301,A042235,2016JJ00,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,,,,,,,,,,,,,0.0,
592,A028301,A042168,2012JJ00,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,,,,,,,,,,,,,0.0,
593,A028301,A042168,2016JJ00,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,,,,,,,,,,,,,0.0,
594,A028301,A042236,2012JJ00,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,,,,,,,,,,,,,0.0,
595,A028301,A042236,2016JJ00,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,,,,,,,,,,,,,0.0,
596,A028301,A042253,2012JJ00,109.0,80.2,162,76.3,22.1,26.5,23.0,20.8,24.5,29.8,50.0,34.5,16.0,23.2,26.8,15.2,474,2.4,4.2,10.5,6.5,9.6,11.1,23.5,15.3,3.3,4.4,4.7,4.4,2.2,2.9
597,A028301,A042253,2016JJ00,59.0,65.1,101,63.1,34.2,30.4,30.9,28.1,19.7,37.0,14.9,24.8,18.2,17.4,18.3,12.9,147,9.2,11.5,8.8,11.6,3.6,18.8,6.4,7.9,4.0,3.7,6.7,7.9,0.9,1.5
598,A028301,A042286,2012JJ00,20.0,7.1,68,5.2,0.5,0.8,1.1,0.4,0.5,2.3,0.0,0.0,0.0,0.0,0.0,1.6,2,4.7,3.3,0.4,0.2,2.8,3.0,0.0,0.0,0.0,0.0,0.0,85.6,0.0,0.0
599,A028301,A042286,2016JJ00,11.0,4.3,51,3.9,1.4,0.0,0.0,1.2,1.2,1.2,0.0,0.0,0.9,0.0,1.3,1.0,2,47.7,0.0,0.0,0.5,20.6,0.6,0.0,0.0,3.5,0.0,17.5,9.6,0.0,0.0
600,A028301,A044052,2012JJ00,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,,,,,,,,,,,,,0.0,
601,A028301,A044052,2016JJ00,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,,,,,,,,,,,,,0.0,
602,A028301,A042254,2012JJ00,13.0,3.1,23,5.1,0.0,0.0,0.0,1.9,0.0,0.0,0.0,4.9,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,3.4,0.0,0.0,0.0,96.6,0.0,0.0,0.0,0.0,0.0,0.1
603,A028301,A042254,2016JJ00,18.0,6.6,22,6.5,0.0,3.3,0.7,0.8,0.0,2.5,0.0,1.9,0.4,1.6,2.9,0.0,6,0.0,71.9,0.9,0.4,0.0,9.4,0.0,0.3,0.4,14.3,2.4,0.0,0.0,0.3
604,A028301,A042359,2012JJ00,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,,,,,,,,,,,,,0.0,
605,A028301,A042359,2016JJ00,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,,,,,,,,,,,,,0.0,
