ID,RegioS,Perioden,CultuurgrondTotaal_1,k_001Tot1Ha_2,k_1Tot5Ha_3,k_5Tot10Ha_4,k_10Tot30Ha_5,k_30HaOfMeer_6,AkkerbouwTotaal_7,k_001Tot1Ha_8,k_1Tot5Ha_9,k_5Tot10Ha_10,k_10Tot30Ha_11,k_30HaOfMeer_12,TuinbouwOpenGrondTotaal_13,k_001Tot05Ha_14,k_05Tot1Ha_15,k_1Tot3Ha_16,k_3Tot10Ha_17,k_10HaOfMeer_18,TuinbouwOnderGlasTotaal_19,k_001Tot25Are_20,k_25Tot75Are_21,k_75Tot150Are_22,k_150Tot300Are_23,k_300AreOfMeer_24,BlijvendEnNatuurlijkGraslandTotaal_25,k_001Tot1Ha_26,k_1Tot5Ha_27,k_5Tot10Ha_28,k_10Tot30Ha_29,k_30HaOfMeer_30,BlijvendGraslandTotaal_31,k_001Tot1Ha_32,k_1Tot5Ha_33,k_5Tot10Ha_34,k_10Tot30Ha_35,k_30HaOfMeer_36,NatuurlijkGraslandTotaal_37,k_001Tot1Ha_38,k_1Tot5Ha_39,k_5Tot10Ha_40,k_10Tot30Ha_41,k_30HaOfMeer_42,NietCultuurgrondTotaal_43,k_001Tot1Ha_44,k_1Tot5Ha_45,k_5Tot10Ha_46,k_10Tot30Ha_47,k_30HaOfMeer_48,CultuurgrondTotaal_49,k_001Tot1Ha_50,k_1Tot5Ha_51,k_5Tot10Ha_52,k_10Tot30Ha_53,k_30HaOfMeer_54,AkkerbouwTotaal_55,k_001Tot1Ha_56,k_1Tot5Ha_57,k_5Tot10Ha_58,k_10Tot30Ha_59,k_30HaOfMeer_60,TuinbouwOpenGrondTotaal_61,k_001Tot05Ha_62,k_05Tot1Ha_63,k_1Tot3Ha_64,k_3Tot10Ha_65,k_10HaOfMeer_66,TuinbouwOnderGlasTotaal_67,k_001Tot25Are_68,k_25Tot75Are_69,k_75Tot150Are_70,k_150Tot300Are_71,k_300AreOfMeer_72,BlijvendEnNatuurlijkGraslandTotaal_73,k_001Tot1Ha_74,k_1Tot5Ha_75,k_5Tot10Ha_76,k_10Tot30Ha_77,k_30HaOfMeer_78,BlijvendGraslandTotaal_79,k_001Tot1Ha_80,k_1Tot5Ha_81,k_5Tot10Ha_82,k_10Tot30Ha_83,k_30HaOfMeer_84,NatuurlijkGraslandTotaal_85,k_001Tot1Ha_86,k_1Tot5Ha_87,k_5Tot10Ha_88,k_10Tot30Ha_89,k_30HaOfMeer_90,NietCultuurgrondTotaal_91,k_001Tot1Ha_92,k_1Tot5Ha_93,k_5Tot10Ha_94,k_10Tot30Ha_95,k_30HaOfMeer_96
189,LG02  ,2009JJ00,3300,73,414,307,625,1881,2572,25,178,247,667,1455,241,42,29,61,67,42,110,21,20,23,17,29,1724,207,525,245,346,401,1663,203,517,240,330,373,151,17,37,24,40,33,3036,1161,1618,144,67,46,170627,42,1244,2148,11946,155246,134856,11,551,1831,12613,119850,1693,10,21,106,364,1192,24491,139,850,2300,3687,17516,33832,109,1428,1704,6563,24028,29942,108,1417,1670,6258,20489,3891,8,93,179,713,2898,14035,580,3250,937,1033,8235
190,LG03  ,2000JJ00,11550,182,1590,1520,3453,4805,4493,191,1516,1291,1020,475,305,96,38,81,54,36,159,83,47,14,10,5,10679,185,1598,1460,3558,3878,10588,181,1578,1447,3548,3834,319,26,116,76,77,24,7057,3028,3683,223,94,29,330170,93,4898,10664,68227,246287,57593,103,4536,9030,16255,27668,1357,19,24,137,291,885,8644,894,2012,1385,2234,2120,271134,99,4864,10246,70692,185233,264933,98,4815,10148,70550,179322,6201,12,347,511,1254,4077,22947,1385,7513,1441,1352,11256
191,LG03  ,2001JJ00,11047,183,1574,1413,3100,4777,4269,161,1318,1264,1017,509,278,91,41,68,44,34,155,79,48,14,8,6,10183,171,1558,1389,3191,3874,10087,165,1550,1373,3183,3816,325,23,104,89,75,34,6383,2557,3497,194,107,28,324777,96,4827,9959,60819,249074,58721,81,3963,8947,16093,29636,1315,18,27,117,246,907,8210,854,1994,1359,1753,2250,264658,93,4694,9810,63164,186897,258051,90,4664,9680,63232,180386,6607,11,287,623,1201,4484,17574,1188,7217,1272,1685,6212
192,LG03  ,2002JJ00,10670,190,1460,1317,2858,4845,4330,139,1308,1288,1138,457,282,73,43,79,51,36,148,71,45,15,9,8,9927,180,1478,1302,3014,3953,9822,179,1458,1289,2989,3907,264,20,85,61,62,36,6696,2563,3694,261,127,51,329484,101,4509,9359,55737,259778,59078,79,4024,9219,17984,27772,1546,13,28,130,299,1076,8794,753,1806,1453,1903,2880,268772,103,4497,9269,59795,195107,262002,103,4430,9168,59385,188915,6770,12,246,437,1043,5032,19307,1263,7691,1743,1940,6670
193,LG03  ,2003JJ00,10276,179,1376,1256,2680,4785,4281,116,1116,1103,1203,743,260,69,45,64,49,33,142,75,36,12,10,9,9287,165,1425,1242,2825,3630,9155,163,1412,1217,2779,3584,311,28,91,67,83,42,6572,2370,3779,280,106,37,331444,96,4226,8975,52367,265780,75482,68,3429,7892,19711,44382,1525,13,30,108,286,1089,8998,831,1476,1092,2106,3493,254347,93,4313,8856,55759,185326,243514,92,4263,8665,54946,175548,10832,16,260,467,1431,8659,23771,1189,7795,1854,1584,11349
194,LG03  ,2004JJ00,10141,169,1396,1232,2531,4813,4348,119,1031,1094,1252,852,250,68,37,68,44,33,141,64,41,14,12,10,9120,174,1476,1211,2702,3557,8970,171,1465,1185,2654,3495,344,25,100,73,92,54,6522,2356,3762,265,107,32,332328,94,4337,8807,49179,269910,82847,68,3194,7946,21029,50610,1457,14,24,116,244,1059,10549,691,1669,1304,2480,4405,247919,98,4501,8638,52995,181685,236347,97,4462,8446,52211,171131,11572,12,284,513,1510,9253,21096,1173,7763,1789,1602,8770
195,LG03  ,2005JJ00,9942,176,1319,1198,2491,4758,4294,100,991,1086,1363,754,241,63,36,64,46,32,138,65,40,13,11,9,9053,171,1377,1187,2723,3595,8939,167,1375,1159,2686,3552,278,31,80,59,70,38,6858,2714,3793,234,76,41,328819,96,4143,8609,48188,267783,79900,58,3112,7892,23022,45816,1320,13,23,107,259,918,9629,648,1706,1189,2337,3749,247503,98,4236,8505,52968,181696,241728,96,4239,8317,52376,176700,5775,14,236,406,1158,3961,17361,1369,7861,1557,1201,5373
196,LG03  ,2006JJ00,9652,160,1302,1170,2349,4671,4252,93,1027,1173,1276,683,254,60,41,63,55,35,126,57,35,13,9,12,8891,183,1375,1166,2554,3613,8854,183,1384,1159,2547,3581,279,21,93,79,56,30,7782,3035,4303,303,95,44,324648,88,4145,8386,44774,267255,73942,50,3195,8566,21333,40799,1545,12,28,108,322,1076,10750,536,1513,1244,1953,5503,249053,106,4318,8371,49575,186683,243820,106,4350,8315,49425,181625,5233,12,270,558,873,3521,31734,1538,9062,2026,1442,17667
197,LG03  ,2007JJ00,9392,150,1293,1153,2182,4614,4267,89,961,1173,1383,661,243,51,44,65,48,35,118,50,30,18,7,13,8705,169,1397,1166,2349,3624,8668,181,1404,1159,2348,3576,315,19,112,74,78,32,7614,2868,4283,311,118,34,326927,84,4160,8312,41409,272961,75905,52,2999,8500,22957,41397,1590,11,30,112,264,1172,11594,482,1260,1683,1462,6706,249316,90,4429,8361,45408,191028,242440,98,4441,8301,45529,184071,6877,9,337,549,1323,4657,25088,1435,9130,2091,1742,10690
198,LG03  ,2008JJ00,9399,165,1431,1145,2032,4626,4440,93,935,1172,1542,698,242,57,42,64,47,32,112,51,26,17,5,13,8735,190,1556,1161,2215,3613,8699,199,1576,1144,2226,3554,393,36,133,99,85,40,6978,3102,3632,155,69,20,331235,92,4573,8117,38501,279952,80725,51,2895,8669,25750,43361,1463,12,30,109,254,1057,10996,495,1120,1686,1161,6534,248938,111,4855,8234,42958,192780,241398,114,4886,8107,43320,184970,7540,23,412,706,1433,4966,17853,1621,6864,1000,1055,7313
199,LG03  ,2009JJ00,9131,146,1383,1087,1943,4572,4248,93,877,1151,1444,683,234,61,45,58,44,26,100,40,27,16,5,12,8543,183,1498,1113,2126,3623,8482,183,1526,1107,2124,3542,576,36,192,151,138,59,8087,3644,4155,187,72,29,328403,84,4454,7687,36870,279307,77951,46,2704,8525,23897,42779,1262,13,32,100,232,884,10652,352,1210,1534,1066,6492,249083,104,4670,7875,41259,195175,240533,103,4734,7822,41331,186543,8550,22,604,1084,2293,4546,21768,1836,7734,1238,1110,9851
200,LG04  ,2000JJ00,17248,492,3428,3432,6506,3390,12917,676,4614,3646,3200,781,928,216,155,291,180,86,366,207,101,43,10,5,14440,944,4072,2749,5618,1057,14339,927,4036,2729,5599,1048,236,64,103,36,25,8,12730,8483,3777,305,121,44,319206,266,10311,24694,121156,162780,133614,340,12949,25856,50189,44281,3280,49,104,491,1004,1632,15310,1945,4365,4145,1867,2988,182159,512,11274,19708,102814,47851,179785,500,11192,19575,102432,46086,2374,27,250,231,403,1464,24133,3790,6896,2008,1790,9649
201,LG04  ,2001JJ00,16593,463,3299,3176,6050,3605,12277,590,4076,3452,3310,849,832,179,138,275,149,91,350,207,86,43,10,4,13858,871,3844,2598,5385,1160,13732,849,3802,2569,5372,1140,258,68,97,48,34,11,11836,7570,3773,305,143,45,315696,250,9903,22782,112258,170503,135357,298,11485,24707,51792,47074,3059,40,90,471,780,1678,14228,2091,3638,4160,1876,2463,177139,468,10713,18503,99029,48426,174219,454,10614,18297,98785,46069,2919,31,259,313,560,1756,24305,3472,6955,2001,2152,9725
202,LG04  ,2002JJ00,16022,467,3211,2924,5570,3850,11631,474,3726,3245,3381,805,869,183,137,273,184,92,334,196,80,45,9,4,13778,945,3838,2487,5120,1388,13686,926,3806,2464,5113,1377,181,41,81,32,14,13,12389,7782,4139,289,135,44,320744,251,9700,21010,104775,185007,132716,262,10773,23521,53499,44661,3424,44,91,473,986,1829,14544,2028,3544,4406,1708,2858,184458,516,10751,17816,96536,58839,181377,506,10659,17643,96393,56175,3081,19,215,227,238,2383,21987,3841,7578,1960,1970,6639
203,LG04  ,2003JJ00,15329,445,3040,2764,5215,3865,11228,412,3129,2776,3611,1300,820,181,108,265,179,87,325,182,79,49,10,5,12243,928,3619,2291,4287,1118,12114,911,3565,2267,4270,1101,218,43,93,36,27,19,12020,7516,4085,263,123,33,315519,237,9213,19955,98055,188059,158272,228,9112,20189,61072,67671,3311,44,75,460,944,1787,15411,1990,3419,4685,1962,3355,153781,499,10157,16388,79376,47361,150891,487,10032,16216,79086,45070,2890,22,242,254,458,1914,20528,3745,7443,1768,1771,5801
204,LG04  ,2004JJ00,15142,450,3027,2724,5029,3912,11122,391,2950,2667,3632,1482,787,172,106,254,169,86,306,170,71,49,12,4,11729,918,3513,2282,3923,1093,11600,909,3463,2254,3900,1074,235,48,96,37,36,18,11712,7198,4134,239,109,32,316562,240,9143,19638,93998,193543,167590,224,8581,19346,61711,77728,3140,46,71,442,873,1707,15777,1872,2986,4720,2312,3888,145675,483,9813,16418,72466,46494,142586,478,9690,16222,72121,44075,3089,23,244,264,609,1949,19761,3606,7477,1608,1598,5473
205,LG04  ,2005JJ00,14732,465,2833,2659,4839,3936,10726,337,2773,2742,3607,1267,745,137,104,241,182,81,298,165,72,46,11,4,11863,898,3404,2256,4048,1257,11739,888,3366,2224,4026,1235,239,47,100,39,39,14,11617,7039,4211,232,101,34,314161,250,8647,19245,90375,195645,156815,208,8065,19976,60602,67964,3384,41,69,428,989,1857,15069,1780,2985,4474,2172,3658,153811,477,9658,16198,75188,52290,151254,471,9569,15966,74839,50409,2557,23,268,276,663,1328,22224,3613,7640,1549,1467,7956
206,LG04  ,2006JJ00,14350,478,2694,2568,4667,3943,10415,361,2836,2806,3300,1112,777,154,105,222,206,90,276,156,64,39,13,4,11854,952,3307,2121,3954,1520,11801,947,3303,2106,3950,1495,203,29,85,36,34,19,12551,7357,4747,292,114,33,311232,247,8229,18646,87177,196934,142625,227,8330,20422,54119,59526,3594,39,71,384,1068,2032,13803,1704,2682,3753,2427,3238,164875,492,9456,15329,74881,64717,162293,489,9450,15210,74795,62348,2582,14,217,260,532,1559,22349,3773,8628,1977,1689,6282
207,LG04  ,2007JJ00,13841,443,2520,2407,4520,3951,10008,350,2674,2646,3271,1067,743,156,91,205,198,93,256,134,63,42,13,4,11571,916,3145,2025,3868,1617,11518,911,3146,2023,3846,1592,238,37,90,43,51,17,12152,6903,4797,299,117,36,308262,234,7771,17541,83883,198833,137660,216,7797,19397,53398,56853,3620,40,62,364,1022,2133,13638,1432,2702,4062,2604,2838,166846,473,9132,14625,73408,69209,164320,470,9144,14622,72987,67098,2525,18,241,309,764,1193,22531,3574,8770,2029,1725,6432
208,LG04  ,2008JJ00,13598,421,2489,2341,4361,3986,9955,329,2650,2579,3331,1066,765,159,104,212,184,106,230,117,60,35,13,5,11492,940,3172,1975,3737,1668,11435,943,3174,1967,3716,1635,285,56,109,50,49,21,11717,7160,4274,176,76,31,308755,221,7668,17013,80608,203244,138240,199,7728,18909,54346,57058,3890,41,71,370,976,2431,11936,1232,2643,3465,2548,2048,166506,484,9117,14218,70887,71800,163443,488,9125,14160,70562,69108,3063,27,295,355,756,1631,19480,3752,7256,1193,1162,6116
209,LG04  ,2009JJ00,13195,398,2392,2222,4190,3993,9684,345,2546,2514,3245,1034,747,161,92,205,181,108,211,106,55,31,14,5,11236,923,3047,1895,3625,1746,11171,926,3061,1874,3596,1714,330,39,119,83,63,26,12595,7592,4716,192,64,31,307759,216,7437,16189,77354,206563,136179,205,7476,18436,53426,56636,3964,40,63,360,947,2555,12453,1117,2286,3056,2796,3198,167491,474,8791,13671,69012,75543,163999,475,8836,13520,68408,72760,3492,17,322,589,1010,1554,21400,3941,7910,1297,1029,7224
210,LG05  ,2000JJ00,5434,445,1716,1206,1602,465,2955,346,1597,615,347,50,236,64,45,85,33,9,118,64,37,10,5,2,4843,512,1750,1006,1337,238,4809,504,1741,1002,1330,232,69,16,31,9,9,4,3709,2915,705,45,21,23,66268,244,4609,8479,28017,24919,16068,193,4090,4200,5121,2465,548,14,31,152,181,169,5186,638,1607,1025,925,990,49601,277,4604,7070,23299,14350,45763,272,4589,7048,23175,10678,3838,8,74,57,132,3567,7996,1157,1198,311,333,4997
211,LG05  ,2001JJ00,5127,369,1611,1130,1539,478,2799,285,1478,617,370,49,231,66,35,88,30,12,110,60,37,8,5,0,4530,417,1613,978,1275,247,4476,405,1586,971,1273,241,94,27,46,9,9,3,3203,2407,715,38,21,22,61890,198,4389,7956,27096,22251,16212,158,3812,4247,5551,2443,564,15,24,145,162,218,4151,591,1669,850,1041,0,45073,224,4268,6893,22271,11418,43702,219,4201,6841,22281,10160,1371,12,104,59,120,1076,7531,990,1187,261,338,4755
212,LG05  ,2002JJ00,4911,363,1526,1024,1468,530,2686,241,1397,640,360,48,239,65,38,80,44,12,104,60,33,8,3,0,4394,452,1502,890,1261,289,4347,435,1483,888,1256,285,70,28,28,5,4,5,3365,2361,905,44,31,24,62519,198,4245,7260,26155,24660,16471,153,3728,4476,5543,2571,676,17,27,135,221,275,3570,590,1485,915,580,0,45336,249,3997,6302,22241,12547,44898,239,3952,6293,22161,12252,438,14,68,33,55,269,8486,1055,1540,308,515,5067
213,LG05  ,2003JJ00,4635,334,1406,961,1385,549,2582,210,1273,596,427,76,237,58,42,81,42,14,109,61,33,10,5,0,4074,431,1390,819,1153,281,4007,423,1363,808,1141,272,91,20,33,14,15,9,3190,2243,858,50,19,20,62857,185,3983,6829,24678,27181,18078,134,3401,4178,6549,3817,717,15,29,140,238,295,3940,571,1445,985,939,0,44022,240,3801,5783,20537,13661,42519,234,3738,5705,20334,12508,1503,12,76,103,225,1086,8171,1018,1434,356,266,5096
214,LG05  ,2004JJ00,4603,315,1408,970,1351,559,2574,181,1232,614,460,87,242,64,50,70,48,10,102,59,29,8,6,0,3998,409,1409,802,1089,289,3935,395,1393,791,1075,281,95,23,28,21,17,6,3177,2208,898,41,17,13,62504,167,3980,6902,24145,27310,19550,116,3319,4328,7234,4554,652,16,34,119,256,227,3788,569,1242,742,1235,0,42264,221,3809,5672,19317,13246,41023,213,3770,5602,19099,12339,1241,12,67,139,261,762,7160,993,1508,286,274,4100
215,LG05  ,2005JJ00,4458,312,1353,921,1303,569,2485,168,1162,601,469,85,225,51,43,74,48,9,98,55,28,6,9,0,3899,411,1362,761,1066,299,3852,402,1340,756,1057,297,72,14,37,11,8,2,3268,2259,933,44,18,14,62025,173,3872,6603,23261,28117,19281,113,3159,4237,7308,4464,680,13,31,130,275,231,4137,553,1167,522,1896,0,42022,228,3788,5387,18962,13657,41211,224,3736,5347,18819,13085,811,8,98,73,105,528,8500,1073,1585,312,241,5289
216,LG05  ,2006JJ00,4236,304,1260,866,1242,564,2409,177,1147,618,384,83,217,57,39,67,46,8,95,58,25,7,5,0,3727,408,1279,683,1043,314,3711,402,1274,689,1037,309,47,8,20,7,9,3,3577,2428,1061,40,26,18,60483,168,3629,6169,22237,28280,17945,116,3189,4401,6025,4213,642,15,27,117,239,244,3302,553,1069,718,962,0,41863,222,3504,4810,18662,14665,40844,219,3487,4863,18536,13740,1019,4,61,46,150,758,23253,1148,1803,288,395,19619
217,LG05  ,2007JJ00,4053,280,1194,820,1179,580,2310,169,1067,604,391,79,190,47,34,64,36,9,81,42,25,6,8,0,3594,386,1230,658,990,330,3581,383,1227,661,986,324,51,5,22,11,9,4,3491,2299,1107,43,22,20,60233,152,3471,5901,21028,29681,17631,109,2923,4297,6305,3998,660,13,23,111,194,319,3648,407,1066,594,1582,0,41905,214,3432,4671,17644,15945,40785,212,3423,4692,17530,14929,1120,3,69,75,136,837,13740,1113,1903,306,354,10064
218,LG05  ,2008JJ00,3974,281,1168,791,1155,579,2299,159,1054,589,422,75,201,52,39,63,38,9,72,39,22,5,6,0,3542,405,1198,640,971,328,3531,402,1197,641,967,324,53,7,21,15,7,3,3297,2253,986,27,20,11,60464,154,3382,5670,20665,30592,18277,102,2960,4199,6827,4188,698,14,27,115,210,331,2954,351,924,524,1155,0,41460,221,3310,4486,17398,16044,40275,220,3307,4498,17280,14971,1184,3,73,101,117,890,5473,1116,1550,179,295,2332
219,LG05  ,2009JJ00,3877,281,1122,787,1099,588,2232,149,1018,583,413,69,189,54,33,51,41,10,63,34,18,4,7,0,3488,408,1180,630,924,346,3465,407,1176,625,920,337,79,5,31,19,18,6,3695,2513,1116,38,13,15,60724,151,3316,5639,19789,31829,17604,95,2848,4153,6664,3844,698,15,23,92,217,350,2868,323,799,387,1359,0,42394,212,3307,4444,16625,17805,41506,212,3294,4397,16539,17064,888,3,87,125,289,384,6385,1244,1712,252,199,2978
220,LG06  ,2000JJ00,2773,34,175,92,904,1568,2475,25,118,116,825,1391,748,64,34,131,299,220,161,53,26,35,35,12,449,69,108,57,129,86,430,61,104,52,132,81,30,11,6,8,4,1,2442,361,1791,165,117,8,108151,18,475,681,19464,87513,93737,13,322,849,17424,75129,6673,13,23,252,1588,4797,17052,247,1329,3785,6915,4776,7570,31,276,425,2440,4398,7391,28,270,393,2508,4192,179,4,10,53,67,45,9645,220,3729,1121,1754,2821
221,LG06  ,2001JJ00,2702,37,174,100,860,1531,2411,25,107,123,818,1338,680,53,27,109,288,203,157,47,26,36,33,15,489,76,129,60,135,89,466,72,125,52,134,83,34,9,9,7,3,6,2393,360,1695,176,152,10,107459,21,472,755,18277,87935,92765,13,300,908,17101,74443,6774,11,18,210,1605,4930,17948,245,1336,3856,6507,6004,7741,33,330,433,2634,4310,7320,31,326,379,2614,3970,421,5,22,45,43,306,8019,230,3563,1234,2386,606
222,LG06  ,2002JJ00,2690,37,176,110,813,1554,2374,13,99,133,823,1306,757,49,29,132,331,216,160,50,25,36,34,15,554,74,147,66,165,102,539,72,143,62,161,101,25,3,11,5,6,0,2407,371,1724,185,115,12,108925,18,462,821,17380,90244,92083,8,305,995,17216,73559,7256,10,20,260,1855,5111,18591,182,1205,4037,6682,6485,9400,39,374,458,3296,5233,9209,37,370,431,3212,5158,191,2,25,33,131,0,7489,227,3656,1271,1815,520
223,LG06  ,2003JJ00,2598,37,173,111,768,1509,2288,10,86,113,781,1298,702,40,32,115,311,204,153,48,22,34,32,17,475,80,140,60,120,75,461,74,138,62,115,72,28,9,9,3,5,2,2340,335,1686,202,100,17,106687,20,452,789,16253,89171,92469,5,255,837,16482,74890,6793,8,22,223,1706,4834,18721,245,1180,3832,6343,7122,7237,41,346,418,2319,4113,6825,37,338,436,2246,3768,412,5,27,19,106,255,8120,197,3646,1407,1536,1333
224,LG06  ,2004JJ00,2578,35,158,118,746,1521,2258,6,67,111,748,1326,668,38,28,107,293,202,147,44,21,33,30,19,480,81,125,64,135,75,462,77,123,62,129,71,32,8,8,3,10,3,2313,344,1724,166,73,6,108550,22,424,866,15806,91432,94067,4,212,815,15793,77244,6747,7,20,216,1625,4879,19307,279,1072,3697,6071,8189,7542,40,298,437,2514,4254,7011,37,299,424,2392,3859,531,5,16,21,195,294,6447,196,3710,1149,1134,258
225,LG06  ,2005JJ00,2516,36,145,114,724,1497,2223,6,59,101,731,1326,588,36,21,95,245,191,143,45,18,31,30,19,458,86,132,58,120,62,445,85,128,57,117,58,23,1,8,6,6,2,2235,342,1620,173,86,14,107985,21,383,819,15080,91682,95347,3,173,732,15178,79261,6434,9,15,187,1325,4897,20199,266,979,3430,6153,9373,6003,40,320,394,2195,3055,5753,39,313,390,2125,2885,250,1,21,39,118,71,6968,208,3481,1168,1304,806
226,LG06  ,2006JJ00,2487,40,148,131,690,1478,2196,10,78,130,676,1302,631,33,28,104,253,213,133,39,15,31,30,18,469,86,117,73,122,71,460,84,117,74,115,70,21,3,5,6,7,0,2319,315,1732,149,104,15,107821,23,398,956,14033,92411,93694,5,243,965,13872,78609,7246,8,19,205,1448,5566,20240,225,758,3400,6236,9621,6679,39,298,525,2205,3612,6500,38,299,530,2068,3564,179,2,13,45,120,0,13408,191,3695,1056,1647,6819
227,LG06  ,2007JJ00,2399,39,162,111,647,1440,2104,5,77,116,639,1267,581,31,21,103,211,215,136,43,18,26,29,20,502,98,132,78,120,74,486,95,134,74,111,72,30,3,7,9,11,0,2207,322,1620,160,92,13,107632,23,441,841,13295,93032,92959,2,240,887,13287,78544,7301,8,14,199,1218,5862,19807,170,936,2831,5968,9901,7173,45,327,550,2225,4027,6910,43,330,520,2089,3927,263,1,23,66,173,0,7556,190,3470,1097,1511,1288
228,LG06  ,2008JJ00,2333,39,146,105,623,1420,2048,9,65,103,616,1255,575,25,23,83,220,224,130,46,16,23,26,19,491,101,125,84,108,73,470,97,124,82,102,65,40,4,12,6,15,3,2120,418,1589,64,37,12,107555,21,400,795,12771,93568,92452,5,201,787,12746,78713,7425,5,15,158,1202,6045,23361,198,849,2447,5507,14360,7444,47,307,610,2062,4419,6878,46,307,598,1948,3979,566,1,30,45,275,214,5195,273,2959,411,591,961
229,LG06  ,2009JJ00,2263,36,127,109,592,1399,1977,9,55,92,587,1234,527,28,21,70,188,220,119,38,15,23,24,19,515,109,137,79,112,78,489,105,133,76,106,69,53,5,19,9,16,4,2178,432,1640,61,36,9,106741,20,346,823,12151,93400,91648,6,178,714,12120,78629,7357,6,14,134,1108,6096,27158,224,877,2484,5191,18381,7465,53,353,584,2111,4363,6801,51,341,563,2009,3837,664,3,54,62,274,270,5231,281,3090,381,566,913
230,LG07  ,2000JJ00,12088,2645,4705,1188,2194,1356,3955,1321,1116,475,619,424,4591,853,775,1231,1008,724,6531,1812,1475,1817,1069,358,3645,460,837,482,1247,619,3557,417,817,472,1246,605,132,55,38,19,15,5,8031,5579,2165,187,82,18,129108,1592,10170,8290,40562,68495,42255,486,2732,3319,11030,24688,23897,198,530,2017,5600,15552,657050,15641,71764,189293,214371,165982,56385,216,2133,3336,23984,26716,55549,196,2096,3268,24044,25944,837,24,82,133,240,358,13678,2151,4183,1233,1361,4750
231,LG07  ,2001JJ00,11286,2359,4417,1130,2016,1364,3592,1154,1012,447,548,431,4242,791,728,1129,893,701,6046,1664,1305,1654,1033,390,3448,403,786,472,1164,623,3350,368,752,457,1165,608,151,55,52,20,16,8,7541,5062,2187,192,80,20,127549,1413,9635,7896,36913,71693,42326,436,2537,3136,9583,26633,23449,189,500,1875,5047,15839,649093,14707,64041,174060,208486,187798,55283,187,2031,3314,22234,27518,54325,173,1959,3220,22286,26686,959,22,117,139,241,439,11488,2005,4259,1314,1305,2605
232,LG07  ,2002JJ00,10810,2377,4067,1096,1901,1369,2565,418,734,437,529,447,4013,735,654,1054,864,706,5774,1659,1157,1519,1026,413,3339,376,773,474,1091,625,3241,343,742,466,1076,614,133,39,44,20,20,10,7357,4568,2492,179,93,25,127215,1390,8882,7740,35242,73962,41841,179,1925,3062,9129,27547,23926,179,456,1776,4959,16556,638687,14321,57066,159984,207852,199465,55061,185,1988,3360,21008,28520,54036,168,1928,3300,20786,27853,1025,18,99,139,322,447,10748,1934,4912,1227,1457,1218
233,LG07  ,2003JJ00,10294,2180,3871,1051,1809,1383,2402,313,639,391,538,521,3828,696,586,1003,840,703,5491,1598,1099,1368,1002,424,3070,339,719,443,1002,567,2970,312,697,428,978,555,134,32,39,25,26,12,6992,4317,2380,194,77,24,126318,1261,8425,7437,33671,75525,45432,139,1671,2759,9845,31018,24404,173,409,1666,4848,17308,628961,14236,54036,144502,203949,212239,50192,165,1848,3107,18934,26138,48675,153,1810,3001,18585,25126,1517,15,92,176,414,820,11386,1844,4688,1298,1211,2345
234,LG07  ,2004JJ00,9900,2035,3694,1049,1723,1399,2364,293,596,389,560,526,3683,668,570,971,806,668,5210,1530,1054,1228,961,437,2982,326,692,444,946,574,2867,295,660,433,918,561,156,37,56,18,32,13,6749,4095,2394,179,63,18,124700,1154,8092,7433,31704,76317,45677,129,1577,2764,10240,30967,23705,170,397,1622,4669,16847,619594,13893,51878,131268,196664,225890,49122,156,1816,3111,17603,26436,47585,141,1749,3044,17202,25449,1537,16,140,122,513,745,9779,1753,4703,1186,1020,1117
235,LG07  ,2005JJ00,9490,1986,3470,996,1635,1403,2182,174,488,378,588,554,3451,562,543,952,737,657,4973,1468,983,1130,931,461,2674,230,600,439,857,548,2580,221,579,425,820,535,141,21,46,21,40,13,6395,3705,2396,192,82,20,124684,1104,7672,7074,30468,78367,47611,77,1364,2682,10609,32879,23535,148,378,1618,4204,17187,618738,13109,48231,120300,190675,246423,47350,119,1651,3130,16177,26273,44644,116,1606,3027,15571,24325,2706,7,118,153,672,1756,10018,1637,4758,1285,1274,1064
236,LG07  ,2006JJ00,8969,1811,3241,940,1554,1423,2102,138,492,373,564,535,3256,513,503,882,722,636,4585,1343,900,1033,834,475,2604,210,587,411,828,568,2569,202,577,412,822,556,73,15,22,17,10,9,6927,3800,2687,247,91,26,124379,1002,7358,6665,28605,80749,46703,64,1382,2615,10184,32458,23413,136,350,1501,4167,17260,602692,11811,44035,111128,172263,263456,48236,117,1658,2938,15652,27871,46349,113,1640,2949,15576,26071,1887,7,58,121,173,1529,15501,1707,5402,1687,1415,5290
237,LG07  ,2007JJ00,8524,1629,3037,952,1501,1405,2063,161,469,362,554,517,3060,446,447,839,685,643,4197,1248,780,916,739,514,2602,222,598,416,780,586,2573,209,600,411,775,578,70,16,16,18,17,3,6542,3549,2619,235,112,27,123558,896,7065,6693,28056,80848,46540,76,1334,2560,10171,32400,23686,121,312,1423,3852,17978,588207,10748,38063,98636,152967,287792,47448,122,1718,2972,14745,27892,46782,115,1729,2937,14663,27338,667,8,49,121,278,210,17898,1571,5231,1646,1781,7669
